TRINITY_DN169_c0_g1	TRINITY_DN169_c0_g1_i3	TRINITY_DN169_c0_g1_i3.p1	455	ref|NP_001106226.1|	56.667	551	cytochrome P450 Cyp6b29 [Bombyx mori]	XP_035447007.2	81.573	781	XP_035447007.2 cytochrome P450 6B7 isoform X6 [Spodoptera frugiperda]
TRINITY_DN180_c0_g1	TRINITY_DN180_c0_g1_i1	TRINITY_DN180_c0_g1_i1.p1	504	ref|NP_001106226.1|	56.495	590	cytochrome P450 Cyp6b29 [Bombyx mori]	XP_035447007.2	76.587	829	XP_035447007.2 cytochrome P450 6B7 isoform X6 [Spodoptera frugiperda]
TRINITY_DN180_c0_g2	TRINITY_DN180_c0_g2_i1	TRINITY_DN180_c0_g2_i1.p1	512	ref|NP_001106226.1|	57.199	610	cytochrome P450 Cyp6b29 [Bombyx mori]	XP_035447007.2	76.587	835	XP_035447007.2 cytochrome P450 6B7 isoform X6 [Spodoptera frugiperda]
TRINITY_DN18331_c0_g2	TRINITY_DN18331_c0_g2_i1	TRINITY_DN18331_c0_g2_i1.p1	303	ref|NP_001274759.1|	82.119	506	probable cytochrome P450 49a1-like [Bombyx mori]	XP_050552000.1	94.702	611	XP_050552000.1 probable cytochrome P450 49a1 [Spodoptera frugiperda]
TRINITY_DN1840_c0_g2	TRINITY_DN1840_c0_g2_i23	TRINITY_DN1840_c0_g2_i23.p1	536	ref|NP_001108340.1|	63.984	680	cytochrome P450 CYP332A1 [Bombyx mori]	XP_050553196.1	80.517	859	XP_050553196.1 cytochrome P450 6l1 [Spodoptera frugiperda]
TRINITY_DN20601_c0_g1	TRINITY_DN20601_c0_g1_i1	TRINITY_DN20601_c0_g1_i1.p1	503	ref|XP_062528824.1|	61.694	644	uncharacterized protein LOC101741325 isoform X1 [Bombyx mori]	XP_050552825.1	78.200	823	XP_050552825.1 cytochrome P450 4C1 [Spodoptera frugiperda]
TRINITY_DN241_c0_g2	TRINITY_DN241_c0_g2_i4	TRINITY_DN241_c0_g2_i4.p1	503	ref|NP_001106226.1|	40.825	414	cytochrome P450 Cyp6b29 [Bombyx mori]	XP_035447638.2	60.956	672	XP_035447638.2 cytochrome P450 6B6 [Spodoptera frugiperda]
TRINITY_DN257_c3_g1	TRINITY_DN257_c3_g1_i1	TRINITY_DN257_c3_g1_i1.p1	494	ref|NP_001296520.1|	75.372	737	cytochrome P450 [Bombyx mori]	XP_035436192.2	84.894	847	XP_035436192.2 cytochrome P450 6a2 [Spodoptera frugiperda]
TRINITY_DN25915_c0_g1	TRINITY_DN25915_c0_g1_i1	TRINITY_DN25915_c0_g1_i1.p1	518	ref|NP_001266427.1|	64.128	674	cytochrome P450 6B7-like [Bombyx mori]	XP_035458986.2	85.714	917	XP_035458986.2 cytochrome P450 6B6 [Spodoptera frugiperda]
TRINITY_DN26550_c0_g1	TRINITY_DN26550_c0_g1_i2	TRINITY_DN26550_c0_g1_i2.p1	327	ref|XP_062532223.1|	40.132	251	cytochrome P450 4C1-like isoform X3 [Bombyx mori]	XP_050553870.1	72.243	417	XP_050553870.1 cytochrome P450 4V2-like, partial [Spodoptera frugiperda]
TRINITY_DN276_c0_g1	TRINITY_DN276_c0_g1_i3	TRINITY_DN276_c0_g1_i3.p1	457	ref|XP_004927968.1|	58.785	576	cytochrome P450 CYP12A2 isoform X1 [Bombyx mori]	XP_050561169.1	78.308	753	XP_050561169.1 cytochrome P450 CYP12A2 [Spodoptera frugiperda]
TRINITY_DN276_c0_g2	TRINITY_DN276_c0_g2_i1	TRINITY_DN276_c0_g2_i1.p1	503	ref|XP_004927968.1|	56.832	615	cytochrome P450 CYP12A2 isoform X1 [Bombyx mori]	XP_050561169.1	72.244	769	XP_050561169.1 cytochrome P450 CYP12A2 [Spodoptera frugiperda]
TRINITY_DN3078_c0_g2	TRINITY_DN3078_c0_g2_i1	TRINITY_DN3078_c0_g2_i1.p1	540	ref|NP_001106222.1|	77.365	901	cytochrome P450 monooxygenase [Bombyx mori]	XP_035436115.2	87.151	973	XP_035436115.2 cytochrome P450 306a1 [Spodoptera frugiperda]
TRINITY_DN352_c0_g1	TRINITY_DN352_c0_g1_i13	TRINITY_DN352_c0_g1_i13.p1	517	ref|XP_004932126.1|	62.173	680	cytochrome P450 CYP12A2 isoform X1 [Bombyx mori]	XP_035439389.2	74.706	831	XP_035439389.2 cytochrome P450 12b1, mitochondrial [Spodoptera frugiperda]
TRINITY_DN3637_c1_g1	TRINITY_DN3637_c1_g1_i3	TRINITY_DN3637_c1_g1_i3.p1	496	ref|XP_062530757.1|	58.182	595	cytochrome P450 4C1 isoform X1 [Bombyx mori]	XP_050563797.1	81.818	871	XP_050563797.1 cytochrome P450 4C1 [Spodoptera frugiperda]
TRINITY_DN3691_c0_g1	TRINITY_DN3691_c0_g1_i15	TRINITY_DN3691_c0_g1_i15.p1	493	ref|XP_062530757.1|	65.854	693	cytochrome P450 4C1 isoform X1 [Bombyx mori]	XP_035447140.2	77.236	801	XP_035447140.2 cytochrome P450 4C1 [Spodoptera frugiperda]
TRINITY_DN3752_c0_g1	TRINITY_DN3752_c0_g1_i1	TRINITY_DN3752_c0_g1_i1.p1	524	ref|XP_012552063.3|	58.397	665	LOW QUALITY PROTEIN: cytochrome P450 6B2 [Bombyx mori]	XP_050552985.1	71.264	816	XP_050552985.1 cytochrome P450 6B7-like [Spodoptera frugiperda]
TRINITY_DN37811_c0_g1	TRINITY_DN37811_c0_g1_i1	TRINITY_DN37811_c0_g1_i1.p1	367	ref|XP_062532235.1|	53.226	413	uncharacterized protein LOC101744633 [Bombyx mori]	XP_050554159.1	81.572	599	XP_050554159.1 cytochrome P450 4C1-like isoform X2 [Spodoptera frugiperda]
TRINITY_DN3972_c1_g1	TRINITY_DN3972_c1_g1_i3	TRINITY_DN3972_c1_g1_i3.p1	508	ref|NP_001266437.1|	57.451	631	cytochrome P450 4C1-like precursor [Bombyx mori]	XP_035428975.2	65.988	698	XP_035428975.2 cytochrome P450 4d2-like [Spodoptera frugiperda]
TRINITY_DN41557_c0_g1	TRINITY_DN41557_c0_g1_i1	TRINITY_DN41557_c0_g1_i1.p1	534	ref|XP_021208861.2|	89.792	1000	probable cytochrome P450 301a1, mitochondrial [Bombyx mori]	XP_050552001.1	96.030	1062	XP_050552001.1 probable cytochrome P450 301a1, mitochondrial [Spodoptera frugiperda]
TRINITY_DN4387_c0_g2	TRINITY_DN4387_c0_g2_i1	TRINITY_DN4387_c0_g2_i1.p1	475	ref|NP_001269151.1|	60.215	593	uncharacterized protein LOC101736895 [Bombyx mori]	XP_035434067.2	90.968	869	XP_035434067.2 cytochrome P450 6j1 [Spodoptera frugiperda]
TRINITY_DN44701_c0_g1	TRINITY_DN44701_c0_g1_i1	TRINITY_DN44701_c0_g1_i1.p1	557	ref|NP_001106223.1|	86.413	987	cytochrome P450 CYP4G25 [Bombyx mori]	XP_035431180.1	94.255	1076	XP_035431180.1 cytochrome P450 4g15 [Spodoptera frugiperda]
TRINITY_DN48582_c0_g1	TRINITY_DN48582_c0_g1_i2	TRINITY_DN48582_c0_g1_i2.p1	498	ref|XP_062532223.1|	35.388	336	cytochrome P450 4C1-like isoform X3 [Bombyx mori]	XP_050553870.1	61.771	665	XP_050553870.1 cytochrome P450 4V2-like, partial [Spodoptera frugiperda]
TRINITY_DN521_c0_g1	TRINITY_DN521_c0_g1_i10	TRINITY_DN521_c0_g1_i10.p1	531	ref|NP_001077079.1|	66.541	770	cytochrome P450 9a20 [Bombyx mori]	XP_050561084.1	70.056	800	XP_050561084.1 uncharacterized protein LOC118264846 [Spodoptera frugiperda]
TRINITY_DN521_c0_g2	TRINITY_DN521_c0_g2_i1	TRINITY_DN521_c0_g2_i1.p1	433	ref|XP_062529166.1|	69.746	662	cytochrome P450 CYP9A21 isoform X2 [Bombyx mori]	XP_050561084.1	78.654	733	XP_050561084.1 uncharacterized protein LOC118264846 [Spodoptera frugiperda]
TRINITY_DN521_c0_g3	TRINITY_DN521_c0_g3_i2	TRINITY_DN521_c0_g3_i2.p1	744	ref|XP_062526350.1|	54.630	362	probable RNA-directed DNA polymerase from transposon X-element isoform X2 [Bombyx mori]	XP_050555743.1	26.397	173	XP_050555743.1 uncharacterized protein LOC126911635 [Spodoptera frugiperda]
TRINITY_DN521_c1_g1	TRINITY_DN521_c1_g1_i10	TRINITY_DN521_c1_g1_i10.p1	384	ref|XP_062529166.1|	67.801	575	cytochrome P450 CYP9A21 isoform X2 [Bombyx mori]	XP_050561085.1	71.802	611	XP_050561085.1 uncharacterized protein LOC118264849 [Spodoptera frugiperda]
TRINITY_DN5241_c0_g1	TRINITY_DN5241_c0_g1_i1	TRINITY_DN5241_c0_g1_i1.p1	498	ref|NP_001266314.1|	36.620	332	cytochrome P450 6B1-like [Bombyx mori]	XP_035430751.1	69.636	745	XP_035430751.1 cytochrome P450 6k1-like [Spodoptera frugiperda]
TRINITY_DN59296_c0_g1	TRINITY_DN59296_c0_g1_i1	TRINITY_DN59296_c0_g1_i1.p1	475	ref|XP_062526654.1|	58.936	595	cytochrome P450 18a1 [Bombyx mori]	XP_035436925.2	74.473	753	XP_035436925.2 cytochrome P450 18a1-like [Spodoptera frugiperda]
TRINITY_DN598_c0_g1	TRINITY_DN598_c0_g1_i4	TRINITY_DN598_c0_g1_i4.p1	982	ref|XP_062529771.1|	53.846	525	uncharacterized protein LOC134200606 [Bombyx mori]	XP_050551332.1	31.366	261	XP_050551332.1 uncharacterized protein LOC126910934 [Spodoptera frugiperda]
TRINITY_DN762_c0_g2	TRINITY_DN762_c0_g2_i1	TRINITY_DN762_c0_g2_i1.p1	380	ref|NP_001077079.1|	58.073	460	cytochrome P450 9a20 [Bombyx mori]	XP_050561084.1	71.129	563	XP_050561084.1 uncharacterized protein LOC118264846 [Spodoptera frugiperda]
TRINITY_DN9010_c0_g1	TRINITY_DN9010_c0_g1_i8	TRINITY_DN9010_c0_g1_i8.p1	505	ref|XP_004927968.1|	56.587	558	cytochrome P450 CYP12A2 isoform X1 [Bombyx mori]	XP_050561170.1	75.604	749	XP_050561170.1 cytochrome P450 CYP12A2-like [Spodoptera frugiperda]
TRINITY_DN946_c0_g1	TRINITY_DN946_c0_g1_i9	TRINITY_DN946_c0_g1_i9.p1	501	ref|XP_062530768.1|	47.609	502	cytochrome P450 6k1 isoform X2 [Bombyx mori]	XP_035447568.2	77.000	823	XP_035447568.2 cytochrome P450 6k1 [Spodoptera frugiperda]
