GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pfam_IDs	InterPro_IDs	InterPro_Descriptions	GO_Terms
TRINITY_DN3806_c0_g2	10601.4430147238	0.79143151442887	0.318897272475504	2.48177574014736	0.0130729521409189	0.232609531049644	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN44701_c0_g1	433.10934129857	1.69690363631638	0.696872066740331	2.43502892037813	0.0148905995177894	0.250494156882698	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN14631_c0_g1	746.561395013189	4.8441612406242	2.07217595965017	2.33771713162911	0.0194019268665391	0.290843534270062	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4387_c0_g2	14.2023846156132	1.66218271037554	0.718617670178732	2.31302788583271	0.0207211060126476	0.30301901670379	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN159_c0_g1	20001.5364213305	0.732094152513312	0.31745244540116	2.30615376608038	0.0211020419309587	0.306124710974176	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN180_c0_g2	25566.9221275295	0.630494105944052	0.283827602037215	2.22139813541244	0.0263240072171573	0.343709020724436	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN52336_c0_g1	4.60887138186974	3.77459244079041	1.72471463412868	2.18853157855724	0.028630903614646	0.356917119124331	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN6927_c0_g1	378.270929489954	0.902912969391119	0.417844020333748	2.16088522379697	0.030704206590781	0.370457418578164	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN180_c0_g1	2030.29341183845	1.02910445830087	0.507647760646171	2.02720180818084	0.0426417783232796	0.437936869770586	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g5	334.211689631087	1.12614502751228	0.596311595145481	1.88851774253616	0.0589564782958477	0.50286678569369	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3637_c1_g1	270.203701356264	0.4988453947963	0.274923706503872	1.81448664845959	0.0696028364473346	0.541338658958693	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN11056_c0_g1	62.6763579816477	1.70259292350432	0.954021769545906	1.7846478747699	0.0743184507618129	0.556811695560451	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN37811_c0_g1	5.45169275054414	-3.22625262137651	1.82681238375074	-1.76605580850755	0.0773864864112317	0.568132116467096	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN136_c6_g1	759.556854921724	-0.422419710284773	0.239789681465616	-1.76162588691434	0.0781325271955516	0.569559722089766	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5241_c0_g1	5541.72295584444	2.57140707665276	1.4783584687246	1.73936641961482	0.081970331032796	0.57959287902151	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN946_c0_g1	4492.94252426688	1.19271449561397	0.700346450470163	1.7030349690689	0.0885615244712398	0.597691494227434	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g2	978.409263162841	-0.976072576915482	0.579972209163619	-1.68296439293718	0.0923819846422268	0.607797034075907	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN147_c0_g1	1927.0046350897	-0.82158932101011	0.488184856541588	-1.68294716642879	0.0923853196931613	0.607797034075907	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN159_c1_g1	1897.62707885419	0.673525323497509	0.405120936382588	1.6625290450589	0.0964067446382025	0.618222709302519	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN169_c0_g1	4363.06270030818	0.984138369213626	0.596208585597155	1.65066118299509	0.0988077781577129	0.625118564231659	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2213_c0_g1	75.7131808338801	0.983004543564213	0.610700557162747	1.60963426680197	0.107477722849304	0.648275049113149	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4939_c0_g1	256.545406949899	0.402828162778018	0.255537322926145	1.57639658334545	0.114934435299697	0.662364121887944	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN8942_c0_g1	33.6201860099163	1.50161661694757	0.975774804720498	1.53889668977228	0.123829519440243	0.682827080191473	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN48582_c0_g1	22.1205147788896	-1.00080232685221	0.704759023994432	-1.42006316028401	0.155589294134066	0.742004870809574	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN13006_c0_g1	4.2159329985925	-2.13292326933697	1.50668102824158	-1.41564354322977	0.156879895724836	0.743732765128342	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN762_c0_g1	129.390096918869	-0.475144243001505	0.336850650449505	-1.41054868787534	0.158377730655937	0.746584619755968	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN18419_c0_g1	131.335562497555	-0.6709366215169	0.490927444633812	-1.36667165148479	0.171728247348683	0.768735007389681	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN28597_c0_g1	11.9378557158495	1.31000365148694	0.9843700319647	1.33080407666648	0.183253486215482	0.785944564570638	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN598_c0_g1	13230.3495352331	0.545510314910219	0.416227965101695	1.31060467015218	0.189991360602472	0.794600458619373	PF01391,PF20010,PF06482,PF00067,PF00078	IPR008160,IPR045463,IPR010515,IPR001128,IPR000477	Collagen triple helix repeat; Collagen type XV/XVIII, trimerization domain; Collagenase NC10/endostatin; Cytochrome P450; Reverse transcriptase domain	-|GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN11335_c0_g1	134.447468267228	-0.795688448598366	0.626359188928528	-1.27033890882881	0.203963934201424	0.812449513926859	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN180_c0_g3	688.251693876766	0.721879232355977	0.5885616918721	1.22651413152599	0.220005260720181	0.831670941772403	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN257_c3_g1	673.84487316967	0.450244168891201	0.370706939470952	1.21455554496433	0.224535652768751	0.835422042455903	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1457_c0_g2	85.5704845221467	-0.42242459043651	0.361521407400449	-1.16846355925086	0.24261983004817	0.855920209883258	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3078_c0_g2	572.137687741102	-0.314615739541595	0.305979281850106	-1.02822562900098	0.303843705334547	0.897066779324681	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c0_g3	659.831675071329	-0.556868974646781	0.594458002619742	-0.936767563381587	0.348878133735075	0.917573080735015	PF00067,PF00078	IPR001128,IPR000477	Cytochrome P450; Reverse transcriptase domain	GO:0004497|GO:0005506|GO:0016705|GO:0020037|-
TRINITY_DN6341_c0_g1	6.4168038303978	1.11693683475488	1.31080170246489	0.852102062924197	0.394157447112709	0.934637541767491	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5504_c1_g2	51.6472331900008	0.343364240949772	0.41942709486072	0.818650595436123	0.412985791417934	0.940994196418717	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN10997_c0_g1	48.8825404665005	-0.647003672201216	0.809105599011309	-0.799652941460083	0.423911904934587	0.944266589305934	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1632_c1_g2	3417.2992514661	0.259030412454569	0.327923715321638	0.789910580881606	0.429579991612805	0.946604896648469	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN41557_c0_g1	16.4729421815322	0.575647959843127	0.732888901252953	0.785450508063356	0.432189477191309	0.947452725421599	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN26550_c0_g1	4.20121022229161	-1.75987129591305	2.34622845001885	-0.750085225459997	0.453203377241865	0.954795350262031	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN762_c0_g2	591.957593656996	-0.285362334604471	0.386142068136633	-0.739008665855847	0.459901735230701	0.95661692976581	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1316_c0_g1	509.999934784297	0.21842118234324	0.301395661554994	0.724699158628684	0.468636611410247	0.959208685555768	PF01189,PF00067	IPR001678,IPR001128	SAM-dependent methyltransferase RsmB/NOP2-type; Cytochrome P450	GO:0008168|GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN59296_c0_g1	7.57026785818308	0.716345323870491	1.02594739432109	0.698228123425888	0.485034541244854	0.963286792228194	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN12904_c0_g1	35.3930277901945	0.744361477491121	1.08155382586129	0.688233409833631	0.491305807882934	0.963526642780642	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN276_c0_g1	4465.27288731264	-0.18059641962226	0.260318204555623	-0.693752555379476	0.487837400958198	0.963526642780642	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c0_g1	845.699654940917	-0.360276126983945	0.55649548593458	-0.647401706015452	0.517371992076481	0.970646033375703	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2810_c0_g1	816.239569046518	-0.370077911693578	0.574287703504021	-0.644412041970506	0.519308277886134	0.970990504759493	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1069_c0_g1	1682.20833048951	0.436247134371448	0.714324233309086	0.610713054421444	0.541389562133856	0.972041864914869	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c1_g1	2499.0321756767	-0.338321221363292	0.539675801336693	-0.626897149224261	0.530726656091145	0.972041864914869	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN10129_c0_g1	22.6515823573497	0.483573393243667	0.837609680903882	0.5773254587051	0.563719618640523	0.975678372238888	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN15068_c0_g1	24.3230759800966	-0.358607778386523	0.680675544970043	-0.526840990596049	0.598304014892563	0.980636320384479	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN17545_c0_g1	5.87045984462265	-0.508354943641794	0.983037108445111	-0.517126911359296	0.605067568714065	0.981108628805581	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN6341_c1_g1	57.0725443545286	-0.388971377068451	0.800620875972973	-0.485837165556974	0.62708262133045	0.983086598756324	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN25915_c0_g1	1405.59921939289	-0.334822010192457	0.698197635310145	-0.479551910890856	0.631546047797069	0.98335547970238	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN32616_c0_g1	27.982350729948	0.258573556650235	0.569307430718028	0.454189674503482	0.649692314176467	0.984078298836344	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1031_c0_g1	8843.84474163607	-0.136182820730977	0.31463084182807	-0.432833666082214	0.66513561346508	0.984574573124113	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3691_c0_g1	318.929381408191	-0.263977866398269	0.592913123243889	-0.445221831073697	0.656159451578711	0.984574573124113	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN20601_c0_g1	8.68952632470624	-0.565112635844192	1.49341395963152	-0.37840320977288	0.705131084106426	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN30482_c0_g1	5.31307120531093	0.521169869788647	1.3685859885981	0.380809005886801	0.703344976169431	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN352_c0_g1	1541.90110773825	-0.159345785924923	0.393229429349984	-0.405223449802128	0.685313269482303	0.985131053962187	PF13489,PF00067	-,IPR001128	-; Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c0_g2	1073.19134481234	-0.230591928289094	0.593266986607615	-0.388681543882379	0.697511736798278	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN18331_c0_g2	9.87426970510531	-0.403511258891282	1.1942322712485	-0.337883398904834	0.735451058354398	0.988747994470297	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN11873_c0_g1	8.13906205408579	0.328823033614073	1.03858624150865	0.316606383246927	0.75154229165414	0.990652187218882	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1691_c0_g4	130.919355135842	-0.986248092594925	3.27046164570154	-0.301562347900083	0.762985714440308	0.99133831696321	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1767_c0_g1	81.0932758465584	-0.150826362918729	0.53136887051842	-0.283844935762945	0.776529216373487	0.992534523795143	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN22780_c0_g1	26.0458317051939	0.332619870605932	1.17162796706964	0.2838954684889	0.776490489310155	0.992534523795143	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g4	14234.3905418552	-0.0890124601560793	0.316422646633252	-0.281308753033877	0.778473597330302	0.992745552011158	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1632_c1_g1	3825.5274274758	-0.0837063880762231	0.327035570349329	-0.255954995925399	0.797985588005284	0.993229911836246	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN276_c0_g2	746.802613321211	0.0850808800907748	0.33964092007121	0.25050244261774	0.802198815971326	0.993229911836246	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN13796_c0_g1	530.22594512246	-0.142776030864433	0.575052505412577	-0.248283468936453	0.803915088517715	0.993502952612971	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3972_c1_g1	121.213523253645	-0.456125400517612	1.99333666811492	-0.228825068947819	0.819004881476441	0.993615526114801	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN52683_c0_g1	3.9863848197246	-0.247652028789403	1.13085930642973	-0.218994553417324	0.826654290539775	0.993615526114801	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1100_c17_g1	6.98888521892998	-0.173242119717794	1.10042235646571	-0.157432388300621	0.87490408953786	0.994169566179753	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN414_c0_g2	1805.29829759278	0.018236707880954	0.591366936163847	0.0308382271069366	0.975398554084438	0.999029113026557	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN26550_c0_g2	3.41318254647691	-2.70567211464933	1.45815763150816	-1.85554157944562	0.0635189273780607	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2768_c0_g1	2099.00100991822	1.65966493758791	0.903236640046361	1.83746414173668	NA	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN30540_c0_g1	1.8498460020585	-2.2089724506225	1.91691972745404	-1.15235521810626	0.249175135016555	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN31252_c0_g1	2.00956312677081	-0.789396904353845	1.49007113333484	-0.529771288560663	0.596270514146717	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN38689_c0_g1	3.33319553548031	-1.2539023509883	1.48190580818236	-0.846141734558876	0.397473681137918	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN56789_c0_g1	1.9913692381052	-0.606288856512746	2.03141621378507	-0.298456245647005	0.765354966071369	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
