GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pfam_IDs	InterPro_IDs	InterPro_Descriptions	GO_Terms
TRINITY_DN1263_c0_g1	82.6127486967038	-1.36139490513273	0.518750454814129	-2.62437341981806	0.00868085528552729	0.183334989698158	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN10198_c0_g1	109.951717267149	-1.22626821312269	0.473338263106899	-2.59068051053744	0.00957863718967979	0.194653622242084	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN6330_c0_g1	52.2509069006228	-2.01653827171002	0.800967724243183	-2.51762737832589	0.0118148239939677	0.219161243001191	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3806_c0_g2	10601.4430147238	0.79143151442887	0.318897272475504	2.48177574014736	0.0130729521409189	0.232609531049644	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN44701_c0_g1	433.10934129857	1.69690363631638	0.696872066740331	2.43502892037813	0.0148905995177894	0.250494156882698	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN14631_c0_g1	746.561395013189	4.8441612406242	2.07217595965017	2.33771713162911	0.0194019268665391	0.290843534270062	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4387_c0_g2	14.2023846156132	1.66218271037554	0.718617670178732	2.31302788583271	0.0207211060126476	0.30301901670379	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN159_c0_g1	20001.5364213305	0.732094152513312	0.31745244540116	2.30615376608038	0.0211020419309587	0.306124710974176	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN180_c0_g2	25566.9221275295	0.630494105944052	0.283827602037215	2.22139813541244	0.0263240072171573	0.343709020724436	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN52336_c0_g1	4.60887138186974	3.77459244079041	1.72471463412868	2.18853157855724	0.028630903614646	0.356917119124331	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN6927_c0_g1	378.270929489954	0.902912969391119	0.417844020333748	2.16088522379697	0.030704206590781	0.370457418578164	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN705_c0_g2	1647.77814817715	0.826063050186239	0.391891108669345	2.10788923737288	0.0350405713986906	0.396599866723503	PF19298,PF00355	IPR045605,IPR017941	3-ketosteroid-9-alpha-monooxygenase, oxygenase component-like, C-terminal domain; Rieske [2Fe-2S] iron-sulphur domain	GO:0008203|GO:0016491|GO:0051537
TRINITY_DN180_c0_g1	2030.29341183845	1.02910445830087	0.507647760646171	2.02720180818084	0.0426417783232796	0.437936869770586	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g5	334.211689631087	1.12614502751228	0.596311595145481	1.88851774253616	0.0589564782958477	0.50286678569369	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN308_c7_g1	196.550893698808	-0.581603072155312	0.314634974615016	-1.84850102207155	0.0645298966607334	0.523638369556026	PF03712,PF03351,PF01082	IPR024548,-,IPR000323	Copper type II ascorbate-dependent monooxygenase, C-terminal; -; Copper type II, ascorbate-dependent monooxygenase, N-terminal	-|GO:0004497|GO:0005507|GO:0016715
TRINITY_DN3637_c1_g1	270.203701356264	0.4988453947963	0.274923706503872	1.81448664845959	0.0696028364473346	0.541338658958693	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN11056_c0_g1	62.6763579816477	1.70259292350432	0.954021769545906	1.7846478747699	0.0743184507618129	0.556811695560451	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN37811_c0_g1	5.45169275054414	-3.22625262137651	1.82681238375074	-1.76605580850755	0.0773864864112317	0.568132116467096	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN136_c6_g1	759.556854921724	-0.422419710284773	0.239789681465616	-1.76162588691434	0.0781325271955516	0.569559722089766	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5241_c0_g1	5541.72295584444	2.57140707665276	1.4783584687246	1.73936641961482	0.081970331032796	0.57959287902151	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN946_c0_g1	4492.94252426688	1.19271449561397	0.700346450470163	1.7030349690689	0.0885615244712398	0.597691494227434	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g2	978.409263162841	-0.976072576915482	0.579972209163619	-1.68296439293718	0.0923819846422268	0.607797034075907	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN147_c0_g1	1927.0046350897	-0.82158932101011	0.488184856541588	-1.68294716642879	0.0923853196931613	0.607797034075907	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN159_c1_g1	1897.62707885419	0.673525323497509	0.405120936382588	1.6625290450589	0.0964067446382025	0.618222709302519	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN169_c0_g1	4363.06270030818	0.984138369213626	0.596208585597155	1.65066118299509	0.0988077781577129	0.625118564231659	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2213_c0_g1	75.7131808338801	0.983004543564213	0.610700557162747	1.60963426680197	0.107477722849304	0.648275049113149	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4939_c0_g1	256.545406949899	0.402828162778018	0.255537322926145	1.57639658334545	0.114934435299697	0.662364121887944	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN8942_c0_g1	33.6201860099163	1.50161661694757	0.975774804720498	1.53889668977228	0.123829519440243	0.682827080191473	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN48582_c0_g1	22.1205147788896	-1.00080232685221	0.704759023994432	-1.42006316028401	0.155589294134066	0.742004870809574	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN13006_c0_g1	4.2159329985925	-2.13292326933697	1.50668102824158	-1.41564354322977	0.156879895724836	0.743732765128342	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN762_c0_g1	129.390096918869	-0.475144243001505	0.336850650449505	-1.41054868787534	0.158377730655937	0.746584619755968	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2156_c0_g1	2562.48881418573	0.429339584761652	0.306204859833411	1.40213184400546	0.160875879468136	0.750302466838261	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN18419_c0_g1	131.335562497555	-0.6709366215169	0.490927444633812	-1.36667165148479	0.171728247348683	0.768735007389681	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN28597_c0_g1	11.9378557158495	1.31000365148694	0.9843700319647	1.33080407666648	0.183253486215482	0.785944564570638	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN598_c0_g1	13230.3495352331	0.545510314910219	0.416227965101695	1.31060467015218	0.189991360602472	0.794600458619373	PF01391,PF20010,PF06482,PF00067,PF00078	IPR008160,IPR045463,IPR010515,IPR001128,IPR000477	Collagen triple helix repeat; Collagen type XV/XVIII, trimerization domain; Collagenase NC10/endostatin; Cytochrome P450; Reverse transcriptase domain	-|GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN11335_c0_g1	134.447468267228	-0.795688448598366	0.626359188928528	-1.27033890882881	0.203963934201424	0.812449513926859	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN180_c0_g3	688.251693876766	0.721879232355977	0.5885616918721	1.22651413152599	0.220005260720181	0.831670941772403	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN257_c3_g1	673.84487316967	0.450244168891201	0.370706939470952	1.21455554496433	0.224535652768751	0.835422042455903	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN6894_c0_g2	5.73608179958674	1.72510398728479	1.45222172356531	1.18790674956268	0.234870150237095	0.844979668392025	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN1457_c0_g2	85.5704845221467	-0.42242459043651	0.361521407400449	-1.16846355925086	0.24261983004817	0.855920209883258	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN13792_c0_g1	21061.9281774057	0.29952510895988	0.256907831718422	1.16588547323138	0.24366075307228	0.856341779903639	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN7544_c0_g2	7195.31984048034	0.392004507744501	0.343862095588532	1.14000499843861	0.25428421870413	0.864316989936021	PF02046	IPR001349	Cytochrome c oxidase, subunit VIa	GO:0005743|GO:0005751
TRINITY_DN11072_c0_g1	251.38362498103	-0.487857562484503	0.440551854642862	-1.10737829688628	0.268130405266423	0.87422092917304	PF11515,PF00173,PF00415,PF03256,PF00632,PF06701	IPR021097,IPR001199,IPR000408,IPR004939,IPR000569,IPR010606	CPH domain; Cytochrome b5-like heme/steroid binding domain; Regulator of chromosome condensation, RCC1; APC10/DOC domain; HECT domain; Mib-herc2	-|GO:0004842|GO:0004842|GO:0016567|GO:0046872
TRINITY_DN2015_c1_g1	174.564872319995	-0.604679104819682	0.551603789362312	-1.09621999790598	0.272982510118583	0.878717991265233	PF00743	IPR020946	Flavin monooxygenase-like	GO:0004499|GO:0050660|GO:0050661
TRINITY_DN3078_c0_g2	572.137687741102	-0.314615739541595	0.305979281850106	-1.02822562900098	0.303843705334547	0.897066779324681	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3064_c0_g1	317.240749374223	-0.878754099038922	0.923021410216255	-0.952040862013199	0.341076259008098	0.915760454811908	PF00173,PF00487	IPR001199,IPR005804	Cytochrome b5-like heme/steroid binding domain; Fatty acid desaturase domain	-|GO:0006629
TRINITY_DN521_c0_g3	659.831675071329	-0.556868974646781	0.594458002619742	-0.936767563381587	0.348878133735075	0.917573080735015	PF00067,PF00078	IPR001128,IPR000477	Cytochrome P450; Reverse transcriptase domain	GO:0004497|GO:0005506|GO:0016705|GO:0020037|-
TRINITY_DN10301_c0_g1	6892.03641409707	0.326512095424336	0.371815813489332	0.878155483383454	0.379859346577999	0.929312899200709	PF00034	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
TRINITY_DN6341_c0_g1	6.4168038303978	1.11693683475488	1.31080170246489	0.852102062924197	0.394157447112709	0.934637541767491	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5504_c1_g2	51.6472331900008	0.343364240949772	0.41942709486072	0.818650595436123	0.412985791417934	0.940994196418717	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2181_c0_g1	4146.95982495263	-0.272123217125095	0.338764860140233	-0.803280532143886	0.421812607590686	0.943406349980614	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN10997_c0_g1	48.8825404665005	-0.647003672201216	0.809105599011309	-0.799652941460083	0.423911904934587	0.944266589305934	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1632_c1_g2	3417.2992514661	0.259030412454569	0.327923715321638	0.789910580881606	0.429579991612805	0.946604896648469	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN41557_c0_g1	16.4729421815322	0.575647959843127	0.732888901252953	0.785450508063356	0.432189477191309	0.947452725421599	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN9078_c0_g1	108.389411731611	-0.557644408089035	0.712024663073443	-0.783181309593928	0.433520648868002	0.948113293683342	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN2606_c0_g1	625.772702775481	0.293103127873683	0.38097771824545	0.76934454125962	0.441688802040127	0.950931887189808	PF00743	IPR020946	Flavin monooxygenase-like	GO:0004499|GO:0050660|GO:0050661
TRINITY_DN26550_c0_g1	4.20121022229161	-1.75987129591305	2.34622845001885	-0.750085225459997	0.453203377241865	0.954795350262031	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN762_c0_g2	591.957593656996	-0.285362334604471	0.386142068136633	-0.739008665855847	0.459901735230701	0.95661692976581	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1316_c0_g1	509.999934784297	0.21842118234324	0.301395661554994	0.724699158628684	0.468636611410247	0.959208685555768	PF01189,PF00067	IPR001678,IPR001128	SAM-dependent methyltransferase RsmB/NOP2-type; Cytochrome P450	GO:0008168|GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN644_c1_g1	1184.9182678703	0.253017115085433	0.350755735557908	0.721348475408354	0.470695139021711	0.959896894394885	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN4980_c0_g1	606.718207138207	0.302031829133526	0.431279928334638	0.700315060568212	0.483730568341179	0.962983770117434	PF00173,PF00487	IPR001199,IPR005804	Cytochrome b5-like heme/steroid binding domain; Fatty acid desaturase domain	-|GO:0006629
TRINITY_DN59296_c0_g1	7.57026785818308	0.716345323870491	1.02594739432109	0.698228123425888	0.485034541244854	0.963286792228194	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN12904_c0_g1	35.3930277901945	0.744361477491121	1.08155382586129	0.688233409833631	0.491305807882934	0.963526642780642	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN276_c0_g1	4465.27288731264	-0.18059641962226	0.260318204555623	-0.693752555379476	0.487837400958198	0.963526642780642	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5527_c0_g1	7375.99091145732	-0.251657130129067	0.38677360354834	-0.650657459093158	0.515267630143623	0.969721333382819	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN521_c0_g1	845.699654940917	-0.360276126983945	0.55649548593458	-0.647401706015452	0.517371992076481	0.970646033375703	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2810_c0_g1	816.239569046518	-0.370077911693578	0.574287703504021	-0.644412041970506	0.519308277886134	0.970990504759493	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1069_c0_g1	1682.20833048951	0.436247134371448	0.714324233309086	0.610713054421444	0.541389562133856	0.972041864914869	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c1_g1	2499.0321756767	-0.338321221363292	0.539675801336693	-0.626897149224261	0.530726656091145	0.972041864914869	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4103_c0_g1	314.200471699753	0.187567381912266	0.315496605582108	0.594514738331953	0.552167887666332	0.974166421862723	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN11708_c0_g1	2016.3487809725	0.28032138555422	0.480487655316032	0.583410171838534	0.559617211922435	0.974592853388705	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN5794_c0_g1	53.1116105263929	-0.23848640638415	0.41000931335118	-0.581660949198689	0.560795080137179	0.974592853388705	PF00175,PF09791,PF00970	IPR001433,IPR019180,IPR008333	Oxidoreductase FAD/NAD(P)-binding; Oxidoreductase-like, N-terminal; Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	GO:0016491|-
TRINITY_DN24307_c0_g4	22.3793666415331	0.286013695963748	0.492235565484874	0.581050448238156	0.561206453521506	0.974669782022223	PF09786	IPR019176	Cytochrome B561-related	-
TRINITY_DN10129_c0_g1	22.6515823573497	0.483573393243667	0.837609680903882	0.5773254587051	0.563719618640523	0.975678372238888	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1819_c0_g1	709.285707926865	-0.243721748934822	0.454368688912005	-0.536396443862404	0.591684588609254	0.978716225287506	PF00174,PF03404,PF00173	IPR000572,IPR005066,IPR001199	Oxidoreductase, molybdopterin-binding domain; Moybdenum cofactor oxidoreductase, dimerisation; Cytochrome b5-like heme/steroid binding domain	-|GO:0016491|GO:0030151
TRINITY_DN1867_c2_g3	9903.64649111702	0.187370483377993	0.351851704257694	0.532526860352406	0.594361143432903	0.979400321595141	PF02936	IPR004203	Cytochrome c oxidase subunit IV family	GO:0005751|GO:0006123
TRINITY_DN15068_c0_g1	24.3230759800966	-0.358607778386523	0.680675544970043	-0.526840990596049	0.598304014892563	0.980636320384479	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN17545_c0_g1	5.87045984462265	-0.508354943641794	0.983037108445111	-0.517126911359296	0.605067568714065	0.981108628805581	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN18725_c0_g1	8316.90016065154	0.170318022014787	0.332073592361688	0.512892400758203	0.608026589465423	0.981475019414864	PF02284	IPR003204	Cytochrome c oxidase, subunit Va/VI	GO:0005743|GO:0005751|GO:0006123
TRINITY_DN312_c2_g1	445.032376520275	-0.189974235392648	0.371901715328585	-0.510818389812482	0.609478230884905	0.981734484323261	PF14138	IPR020164	Cytochrome c oxidase assembly protein COX16	GO:0031966
TRINITY_DN3646_c2_g1	1632.73337229599	0.107058264521345	0.221789513971738	0.482702101664675	0.629307270772448	0.983086598756324	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN6341_c1_g1	57.0725443545286	-0.388971377068451	0.800620875972973	-0.485837165556974	0.62708262133045	0.983086598756324	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN25915_c0_g1	1405.59921939289	-0.334822010192457	0.698197635310145	-0.479551910890856	0.631546047797069	0.98335547970238	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN32616_c0_g1	27.982350729948	0.258573556650235	0.569307430718028	0.454189674503482	0.649692314176467	0.984078298836344	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3695_c0_g1	591.919776762124	0.133586929936918	0.295455873813937	0.452138345440525	0.65116932097214	0.984078298836344	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN1031_c0_g1	8843.84474163607	-0.136182820730977	0.31463084182807	-0.432833666082214	0.66513561346508	0.984574573124113	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN10429_c0_g1	8269.73629288934	0.137021980174253	0.313290239508949	0.437364344286696	0.66184713816042	0.984574573124113	PF01215	IPR002124	Cytochrome c oxidase, subunit Vb	GO:0005740|GO:0005751|GO:0006123
TRINITY_DN26615_c0_g1	359.431573598401	-0.124706594498106	0.281702183513998	-0.442689484839968	0.657990349214252	0.984574573124113	PF03981	IPR021150	Ubiquinol-cytochrome c chaperone/UPF0174	-
TRINITY_DN3691_c0_g1	318.929381408191	-0.263977866398269	0.592913123243889	-0.445221831073697	0.656159451578711	0.984574573124113	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN7620_c0_g1	963.845342638929	-0.123204008712102	0.296980270743866	-0.414855870403459	0.678247416625238	0.984574573124113	PF01265	IPR000511	Holocytochrome c/c1 synthase	GO:0004408|GO:0005739
TRINITY_DN1305_c0_g1	392.905786787906	0.0936104625483328	0.228451610289558	0.409760572182807	0.68198159162956	0.984723664021168	PF00175,PF02902,PF00173,PF00970	IPR001433,IPR003653,IPR001199,IPR008333	Oxidoreductase FAD/NAD(P)-binding; Ulp1 protease family, C-terminal catalytic domain; Cytochrome b5-like heme/steroid binding domain; Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	GO:0016491|GO:0006508|GO:0008234|-
TRINITY_DN1936_c5_g1	4445.64282627828	0.103027004165185	0.26204468054837	0.393165791229131	0.694197034065052	0.985131053962187	PF02271	IPR003197	Cytochrome b-c1 complex subunit 7	GO:0005750|GO:0006122
TRINITY_DN20601_c0_g1	8.68952632470624	-0.565112635844192	1.49341395963152	-0.37840320977288	0.705131084106426	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN30482_c0_g1	5.31307120531093	0.521169869788647	1.3685859885981	0.380809005886801	0.703344976169431	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN352_c0_g1	1541.90110773825	-0.159345785924923	0.393229429349984	-0.405223449802128	0.685313269482303	0.985131053962187	PF13489,PF00067	-,IPR001128	-; Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN521_c0_g2	1073.19134481234	-0.230591928289094	0.593266986607615	-0.388681543882379	0.697511736798278	0.985131053962187	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN5408_c0_g1	739.637648183827	-0.349478787689594	0.968155372904667	-0.360973865838378	0.718118983797857	0.987229220534818	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN18331_c0_g2	9.87426970510531	-0.403511258891282	1.1942322712485	-0.337883398904834	0.735451058354398	0.988747994470297	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN9428_c0_g1	76.4050811340133	0.159466264652106	0.472868572227084	0.337231683427518	0.735942254812977	0.988747994470297	PF08695	IPR014807	Cytochrome c oxidase assembly factor 1	-
TRINITY_DN11873_c0_g1	8.13906205408579	0.328823033614073	1.03858624150865	0.316606383246927	0.75154229165414	0.990652187218882	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1691_c0_g4	130.919355135842	-0.986248092594925	3.27046164570154	-0.301562347900083	0.762985714440308	0.99133831696321	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN1767_c0_g1	81.0932758465584	-0.150826362918729	0.53136887051842	-0.283844935762945	0.776529216373487	0.992534523795143	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN22780_c0_g1	26.0458317051939	0.332619870605932	1.17162796706964	0.2838954684889	0.776490489310155	0.992534523795143	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN127_c0_g4	14234.3905418552	-0.0890124601560793	0.316422646633252	-0.281308753033877	0.778473597330302	0.992745552011158	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN10946_c0_g1	6559.58885880162	0.0986448553801168	0.365131271613042	0.270162714205039	0.78703507619591	0.993069882858986	PF02167	IPR002326	Cytochrome c1	GO:0009055|GO:0020037
TRINITY_DN1632_c1_g1	3825.5274274758	-0.0837063880762231	0.327035570349329	-0.255954995925399	0.797985588005284	0.993229911836246	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
