qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcov	scov
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN10214_c0_g1_i1.p1	32.689	517	494	551	5.62e-71	227	104.656	93.8294
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN665_c0_g1_i12.p1	31.211	487	494	584	1.37e-66	216	98.583	83.3904
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN256_c0_g1_i8.p1	33.333	432	494	642	2.08e-60	201	87.4494	67.2897
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN5285_c0_g1_i1.p1	27.188	537	494	584	7.46e-55	184	108.704	91.9521
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN5029_c0_g1_i1.p1	30.689	479	494	592	4.12e-53	180	96.9636	80.9122
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN13111_c1_g1_i1.p1	29.550	467	494	529	5.71e-53	178	94.5344	88.2798
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN3016_c0_g1_i1.p1	28.678	537	494	587	8.73e-50	171	108.704	91.4821
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN58976_c0_g1_i1.p1	27.606	518	494	583	2.53e-48	166	104.858	88.8508
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN920_c0_g1_i14.p1	29.399	466	494	620	3.56e-46	161	94.332	75.1613
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN69_c0_g1_i5.p1	31.401	414	494	584	9.89e-46	159	83.8057	70.8904
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN235_c0_g1_i1.p1	34.014	294	494	331	6.50e-43	146	59.5142	88.8218
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN552_c0_g1_i15.p1	30.097	412	494	394	1.26e-42	147	83.4008	104.569
TRINITY_DN22_c1_g1_i12.p1	TRINITY_DN25123_c0_g1_i1.p1	30.270	370	494	427	5.26e-37	132	74.8988	86.6511
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN10214_c0_g1_i1.p1	69.369	555	557	551	0.0	810	99.6409	100.726
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN1194_c0_g1_i10.p1	34.815	540	557	736	1.70e-99	309	96.9479	73.3696
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN2312_c0_g1_i11.p1	32.122	523	557	536	2.28e-75	240	93.8959	97.5746
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN22_c1_g1_i12.p1	32.563	519	557	494	4.75e-72	230	93.1777	105.061
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN604_c0_g1_i10.p1	31.725	539	557	548	3.35e-70	227	96.7684	98.3577
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN256_c0_g1_i8.p1	31.469	572	557	642	4.88e-69	226	102.693	89.0966
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN3016_c0_g1_i1.p1	28.933	553	557	587	4.58e-67	219	99.2819	94.2078
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN9322_c0_g2_i1.p1	29.068	547	557	543	2.40e-63	208	98.2047	100.737
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN5285_c0_g1_i1.p1	29.159	559	557	584	6.51e-62	205	100.359	95.7192
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN1740_c0_g3_i1.p1	30.490	551	557	539	1.50e-61	203	98.9228	102.226
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN665_c0_g1_i12.p1	28.466	541	557	584	9.50e-57	191	97.1275	92.637
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN69_c0_g1_i5.p1	26.766	538	557	584	1.21e-56	191	96.5889	92.1233
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN552_c0_g1_i15.p1	29.557	406	557	394	1.31e-53	178	72.8905	103.046
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN58976_c0_g1_i1.p1	27.273	572	557	583	2.16e-50	174	102.693	98.1132
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN25123_c0_g1_i1.p1	33.333	342	557	427	5.02e-50	169	61.4004	80.0937
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN235_c0_g1_i1.p1	32.209	326	557	331	8.53e-50	166	58.5278	98.4894
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN920_c0_g1_i14.p1	27.542	541	557	620	6.22e-48	167	97.1275	87.2581
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN13111_c1_g1_i1.p1	26.460	548	557	529	2.91e-46	161	98.3842	103.592
TRINITY_DN22_c2_g1_i1.p1	TRINITY_DN5029_c0_g1_i1.p1	27.599	529	557	592	1.53e-45	160	94.9731	89.3581
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN1194_c0_g1_i10.p1	40.341	528	536	736	1.86e-127	381	98.5075	71.7391
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN1740_c0_g3_i1.p1	36.415	530	536	539	1.82e-100	305	98.8806	98.3302
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN9322_c0_g2_i1.p1	34.015	538	536	543	1.22e-86	269	100.373	99.0792
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN10214_c0_g1_i1.p1	33.012	518	536	551	2.87e-78	248	96.6418	94.0109
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN3016_c0_g1_i1.p1	31.148	549	536	587	1.71e-76	244	102.425	93.5264
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN604_c0_g1_i10.p1	32.885	520	536	548	7.86e-76	241	97.0149	94.8905
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN22_c2_g1_i1.p1	32.122	523	536	557	2.19e-75	240	97.5746	93.8959
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN665_c0_g1_i12.p1	32.037	540	536	584	3.46e-73	235	100.746	92.4658
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN58976_c0_g1_i1.p1	32.685	514	536	583	3.05e-71	229	95.8955	88.1647
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN22_c1_g1_i12.p1	34.774	509	536	494	4.37e-71	227	94.9627	103.036
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN5285_c0_g1_i1.p1	29.529	552	536	584	4.85e-70	226	102.985	94.5205
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN920_c0_g1_i14.p1	30.241	539	536	620	1.90e-68	223	100.56	86.9355
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN5029_c0_g1_i1.p1	29.505	566	536	592	3.31e-67	219	105.597	95.6081
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN256_c0_g1_i8.p1	28.807	545	536	642	3.46e-64	212	101.679	84.891
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN235_c0_g1_i1.p1	40.123	324	536	331	2.86e-63	201	60.4478	97.8852
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN25123_c0_g1_i1.p1	31.690	426	536	427	2.22e-55	183	79.4776	99.7658
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN69_c0_g1_i5.p1	30.037	536	536	584	2.10e-51	176	100	91.7808
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN13111_c1_g1_i1.p1	29.273	550	536	529	1.48e-49	170	102.612	103.97
TRINITY_DN2312_c0_g1_i11.p1	TRINITY_DN552_c0_g1_i15.p1	28.788	396	536	394	4.10e-44	152	73.8806	100.508
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN69_c0_g1_i5.p1	69.851	335	331	584	1.71e-147	419	101.208	57.363
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN920_c0_g1_i14.p1	47.214	341	331	620	5.33e-100	299	103.021	55
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN1740_c0_g3_i1.p1	42.388	335	331	539	2.01e-83	254	101.208	62.1521
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN2312_c0_g1_i11.p1	40.123	324	331	536	1.77e-63	201	97.8852	60.4478
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN9322_c0_g2_i1.p1	36.728	324	331	543	8.29e-63	200	97.8852	59.6685
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN22_c2_g1_i1.p1	32.209	326	331	557	5.07e-50	166	98.4894	58.5278
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN5029_c0_g1_i1.p1	35.652	345	331	592	2.42e-49	165	104.23	58.277
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN58976_c0_g1_i1.p1	33.654	312	331	583	2.68e-48	162	94.2598	53.5163
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN10214_c0_g1_i1.p1	30.745	322	331	551	5.98e-47	157	97.281	58.4392
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN665_c0_g1_i12.p1	37.107	318	331	584	1.32e-45	154	96.0725	54.4521
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN25123_c0_g1_i1.p1	32.267	344	331	427	3.11e-45	151	103.927	80.5621
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN604_c0_g1_i10.p1	33.229	319	331	548	1.46e-44	151	96.3746	58.2117
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN5285_c0_g1_i1.p1	31.098	328	331	584	1.60e-43	149	99.0937	56.1644
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN22_c1_g1_i12.p1	34.014	294	331	494	4.35e-43	146	88.8218	59.5142
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN3016_c0_g1_i1.p1	30.530	321	331	587	9.81e-40	138	96.9789	54.6848
TRINITY_DN235_c0_g1_i1.p1	TRINITY_DN13111_c1_g1_i1.p1	32.249	338	331	529	8.66e-36	127	102.115	63.8941
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN5285_c0_g1_i1.p1	31.422	436	427	584	7.99e-71	225	102.108	74.6575
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN3016_c0_g1_i1.p1	32.952	437	427	587	8.68e-68	217	102.342	74.4463
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN2312_c0_g1_i11.p1	31.690	426	427	536	1.77e-55	183	99.7658	79.4776
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN1194_c0_g1_i10.p1	31.951	410	427	736	2.93e-53	181	96.0187	55.7065
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN22_c2_g1_i1.p1	33.333	342	427	557	3.85e-50	169	80.0937	61.4004
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN10214_c0_g1_i1.p1	33.846	325	427	551	6.84e-49	166	76.1124	58.9837
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN9322_c0_g2_i1.p1	33.621	348	427	543	5.42e-47	160	81.4988	64.0884
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN235_c0_g1_i1.p1	32.267	344	427	331	4.02e-45	151	80.5621	103.927
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN58976_c0_g1_i1.p1	27.952	415	427	583	9.35e-38	135	97.1897	71.1835
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN256_c0_g1_i8.p1	27.083	384	427	642	2.53e-37	134	89.9297	59.8131
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN22_c1_g1_i12.p1	30.270	370	427	494	4.55e-37	132	86.6511	74.8988
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN604_c0_g1_i10.p1	28.042	378	427	548	1.04e-34	126	88.5246	68.9781
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN13111_c1_g1_i1.p1	28.933	356	427	529	1.16e-33	123	83.3724	67.2968
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN665_c0_g1_i12.p1	30.592	304	427	584	6.16e-32	118	71.1944	52.0548
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN69_c0_g1_i5.p1	26.622	447	427	584	1.20e-31	117	104.684	76.5411
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN920_c0_g1_i14.p1	25.792	442	427	620	1.55e-30	114	103.513	71.2903
TRINITY_DN25123_c0_g1_i1.p1	TRINITY_DN552_c0_g1_i15.p1	25.993	277	427	394	1.24e-23	92.8	64.8712	70.3046
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN1740_c0_g3_i1.p1	34.353	556	642	539	5.49e-91	284	86.6044	103.154
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN1194_c0_g1_i10.p1	32.639	576	642	736	2.14e-87	280	89.7196	78.2609
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN920_c0_g1_i14.p1	32.496	557	642	620	2.83e-86	273	86.7601	89.8387
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN69_c0_g1_i5.p1	32.635	573	642	584	1.08e-74	242	89.2523	98.1164
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN22_c2_g1_i1.p1	31.469	572	642	557	5.13e-69	226	89.0966	102.693
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN9322_c0_g2_i1.p1	32.238	487	642	543	1.86e-68	224	75.8567	89.6869
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN604_c0_g1_i10.p1	31.485	559	642	548	2.53e-68	224	87.0717	102.007
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN552_c0_g1_i15.p1	34.080	402	642	394	2.60e-67	217	62.6168	102.03
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN665_c0_g1_i12.p1	30.880	557	642	584	3.45e-65	216	86.7601	95.3767
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN2312_c0_g1_i11.p1	28.807	545	642	536	3.45e-64	212	84.891	101.679
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN10214_c0_g1_i1.p1	28.676	544	642	551	4.58e-63	209	84.7352	98.7296
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN22_c1_g1_i12.p1	33.333	432	642	494	2.57e-60	201	67.2897	87.4494
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN5285_c0_g1_i1.p1	29.128	539	642	584	6.62e-56	191	83.9564	92.2945
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN13111_c1_g1_i1.p1	27.737	548	642	529	5.97e-53	181	85.3583	103.592
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN3016_c0_g1_i1.p1	27.428	587	642	587	2.92e-52	181	91.433	100
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN5029_c0_g1_i1.p1	27.190	548	642	592	7.02e-39	142	85.3583	92.5676
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN25123_c0_g1_i1.p1	27.344	384	642	427	6.57e-37	134	59.8131	89.9297
TRINITY_DN256_c0_g1_i8.p1	TRINITY_DN58976_c0_g1_i1.p1	25.192	520	642	583	2.62e-33	125	80.9969	89.1938
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN5285_c0_g1_i1.p1	42.393	585	587	584	1.44e-170	489	99.6593	100.171
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN1194_c0_g1_i10.p1	30.125	561	587	736	1.67e-78	254	95.5707	76.2228
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN2312_c0_g1_i11.p1	31.148	549	587	536	1.87e-76	244	93.5264	102.425
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN25123_c0_g1_i1.p1	32.952	437	587	427	1.19e-67	217	74.4463	102.342
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN22_c2_g1_i1.p1	28.933	553	587	557	4.83e-67	219	94.2078	99.2819
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN10214_c0_g1_i1.p1	29.211	558	587	551	2.62e-62	206	95.0596	101.27
TRINITY_DN3016_c0_g1_i1.p1	TRINITY_DN604_c0_g1_i10.p1	28.920	574	587	548	2.49e-60	201	97.7853	104.745
