qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN7168_c0_g1_i20.p1	Bmori|XP_062526798.1	23.529	34	23	1	102	135	494	254	284	332	0.28	23.9	6.88259	10.241
TRINITY_DN3773_c0_g1_i1.p1	Spodoptera|XP_050558940.1	29.412	34	19	2	96	129	527	661	689	877	0.89	22.7	6.45161	3.87685
TRINITY_DN32209_c0_g1_i2.p1	Spodoptera|XP_050563972.1	34.483	29	18	1	32	59	110	288	316	333	0.78	20.0	26.3636	8.70871
TRINITY_DN5342_c0_g1_i2.p1	Spodoptera|XP_050557506.1	40.000	30	12	1	12	35	416	51	80	433	0.87	22.3	7.21154	6.92841
TRINITY_DN2139_c0_g1_i15.p1	Bmori|NP_001040435.1	41.379	29	17	0	325	353	563	38	66	240	0.46	23.5	5.15098	12.0833
TRINITY_DN2139_c0_g1_i15.p1	Spodoptera|XP_035444198.2	26.154	65	44	2	241	305	563	98	158	204	0.80	22.7	11.5453	31.8627
TRINITY_DN21098_c0_g1_i1.p1	Bmori|XP_004930432.1	37.500	24	15	0	30	53	249	238	261	658	0.052	25.4	9.63855	3.64742
TRINITY_DN21098_c0_g1_i1.p1	Bmori|XP_004930431.1	37.500	24	15	0	30	53	249	238	261	802	0.058	25.0	9.63855	2.99252
TRINITY_DN688_c2_g2_i1.p1	Bmori|XP_062526798.1	28.571	35	20	1	64	93	123	3	37	332	0.53	20.8	28.4553	10.5422
TRINITY_DN4406_c0_g1_i22.p1	Bmori|XP_012544301.1	23.810	63	48	0	113	175	345	153	215	282	0.050	25.8	18.2609	22.3404
TRINITY_DN4406_c0_g1_i22.p1	Bmori|NP_001040533.1	23.810	63	48	0	113	175	345	153	215	260	0.055	25.4	18.2609	24.2308
TRINITY_DN4406_c0_g1_i22.p1	Spodoptera|XP_035443791.1	28.571	28	20	0	148	175	345	188	215	283	0.12	24.6	8.11594	9.89399
TRINITY_DN4406_c0_g1_i22.p1	Spodoptera|XP_035443792.1	28.571	28	20	0	148	175	345	188	215	260	0.12	24.6	8.11594	10.7692
TRINITY_DN4406_c0_g1_i22.p1	Bmori|XP_004930432.1	34.483	29	19	0	248	276	345	606	634	658	0.64	22.3	8.4058	4.40729
TRINITY_DN4406_c0_g1_i22.p1	Bmori|XP_004930431.1	34.483	29	19	0	248	276	345	606	634	802	0.69	22.3	8.4058	3.61596
TRINITY_DN5186_c1_g1_i1.p1	Bmori|XP_012546165.2	29.630	27	19	0	68	94	181	134	160	276	0.24	22.3	14.9171	9.78261
TRINITY_DN52747_c0_g1_i1.p1	Bmori|XP_004930497.3	30.645	62	37	3	31	88	115	43	102	364	0.066	23.1	53.913	17.033
TRINITY_DN52747_c0_g1_i1.p1	Bmori|XP_004930497.3	32.000	25	17	0	82	106	115	43	67	364	0.49	20.8	21.7391	6.86813
TRINITY_DN2163_c0_g1_i2.p1	Bmori|XP_012546165.2	27.451	51	37	0	146	196	456	214	264	276	0.62	22.7	11.1842	18.4783
TRINITY_DN7050_c0_g1_i1.p1	Spodoptera|XP_050562835.1	53.846	13	6	0	69	81	107	1876	1888	1896	0.94	19.6	12.1495	0.685654
TRINITY_DN50223_c0_g1_i1.p1	Spodoptera|XP_035431091.1	41.935	31	17	1	33	63	102	266	295	388	0.37	20.8	30.3922	7.98969
TRINITY_DN10124_c0_g1_i1.p1	Spodoptera|XP_050562835.1	28.000	75	49	2	475	547	668	720	791	1896	0.33	24.6	11.2275	3.9557
TRINITY_DN13304_c0_g1_i1.p1	Spodoptera|XP_050558940.1	23.958	96	65	2	254	341	407	114	209	877	0.37	23.5	23.5872	10.9464
TRINITY_DN13304_c0_g1_i1.p1	Spodoptera|XP_050558941.1	23.958	96	65	2	254	341	407	114	209	821	0.46	23.1	23.5872	11.6931
TRINITY_DN54455_c0_g1_i1.p1	Bmori|XP_012548985.2	36.842	19	12	0	78	96	100	17	35	387	0.71	19.6	19	4.90956
TRINITY_DN5459_c0_g1_i11.p1	Spodoptera|XP_035440580.2	27.907	43	31	0	524	566	696	175	217	221	0.75	23.1	6.17816	19.457
TRINITY_DN15967_c0_g1_i1.p1	Bmori|XP_012546165.2	29.231	65	43	1	62	126	328	4	65	276	3.29e-04	32.3	19.8171	23.5507
TRINITY_DN5459_c0_g2_i2.p1	Spodoptera|XP_050562835.1	27.778	36	26	0	254	289	370	1450	1485	1896	0.62	22.7	9.72973	1.89873
TRINITY_DN5459_c0_g2_i2.p1	Bmori|XP_012546165.2	37.931	29	18	0	73	101	370	156	184	276	0.62	22.3	7.83784	10.5072
TRINITY_DN11176_c0_g1_i1.p1	Bmori|XP_062528878.1	53.333	15	7	0	92	106	124	43	57	259	0.37	21.2	12.0968	5.79151
TRINITY_DN11176_c0_g1_i1.p1	Spodoptera|XP_050558326.1	53.333	15	7	0	92	106	124	127	141	556	0.43	21.2	12.0968	2.69784
TRINITY_DN10961_c0_g1_i4.p1	Bmori|XP_012546165.2	28.070	57	37	2	474	526	1217	2	58	276	0.016	29.3	4.68365	20.6522
TRINITY_DN10961_c0_g1_i4.p1	Bmori|XP_012546165.2	32.258	31	17	1	401	431	1217	33	59	276	0.39	25.0	2.54725	11.2319
TRINITY_DN547_c2_g5_i5.p1	Spodoptera|XP_035444919.1	37.143	35	17	2	86	117	260	77	109	333	0.064	25.0	13.4615	10.5105
TRINITY_DN547_c2_g5_i5.p1	Spodoptera|XP_050563972.1	37.143	35	17	2	86	117	260	77	109	333	0.066	25.0	13.4615	10.5105
TRINITY_DN547_c2_g5_i5.p1	Bmori|XP_062526798.1	34.286	35	18	2	86	117	260	76	108	332	0.36	22.7	13.4615	10.5422
TRINITY_DN547_c2_g6_i1.p1	Spodoptera|XP_035444919.1	37.143	35	17	2	40	71	190	77	109	333	0.033	25.4	18.4211	10.5105
TRINITY_DN547_c2_g6_i1.p1	Spodoptera|XP_050563972.1	37.143	35	17	2	40	71	190	77	109	333	0.035	25.0	18.4211	10.5105
TRINITY_DN547_c2_g6_i1.p1	Bmori|XP_062526798.1	34.286	35	18	2	40	71	190	76	108	332	0.21	22.7	18.4211	10.5422
TRINITY_DN2022_c0_g1_i11.p1	Spodoptera|XP_050558940.1	22.500	40	31	0	429	468	569	601	640	877	0.36	24.3	7.02988	4.561
TRINITY_DN2022_c0_g1_i11.p1	Spodoptera|XP_050558941.1	22.500	40	31	0	429	468	569	601	640	821	0.41	23.9	7.02988	4.87211
TRINITY_DN8778_c0_g1_i12.p1	Bmori|XP_004922383.1	53.333	15	7	0	582	596	601	137	151	176	0.082	25.8	2.49584	8.52273
TRINITY_DN8778_c0_g1_i12.p1	Spodoptera|XP_035435228.2	46.667	15	8	0	582	596	601	134	148	172	0.25	24.3	2.49584	8.72093
TRINITY_DN18588_c0_g1_i1.p1	Bmori|XP_004930497.3	33.333	33	22	0	282	314	341	314	346	364	0.44	22.7	9.67742	9.06593
TRINITY_DN27456_c0_g2_i1.p1	Bmori|XP_037874601.1	54.545	22	8	1	265	284	446	180	201	217	0.70	22.3	4.93274	10.1382
TRINITY_DN32208_c0_g1_i1.p1	Spodoptera|XP_035431091.1	24.211	95	59	4	2	92	124	7	92	388	0.44	20.8	76.6129	24.4845
TRINITY_DN10264_c0_g1_i5.p1	Spodoptera|XP_050562835.1	25.581	43	32	0	1	43	101	1462	1504	1896	0.90	19.6	42.5743	2.26793
TRINITY_DN58407_c0_g1_i1.p1	Bmori|XP_012546165.2	32.500	40	22	2	102	136	137	145	184	276	0.58	20.8	29.1971	14.4928
TRINITY_DN2161_c0_g1_i1.p1	Spodoptera|XP_050562835.1	66.667	15	5	0	48	62	296	1703	1717	1896	0.043	26.2	5.06757	0.791139
TRINITY_DN5341_c0_g1_i11.p1	Spodoptera|XP_050558941.1	43.750	16	9	0	18	33	1273	306	321	821	0.51	25.0	1.25687	1.94884
TRINITY_DN5341_c0_g1_i11.p1	Spodoptera|XP_050558940.1	43.750	16	9	0	18	33	1273	306	321	877	0.53	24.6	1.25687	1.8244
TRINITY_DN15151_c0_g1_i1.p1	Bmori|XP_004930497.3	20.755	53	37	2	15	62	128	85	137	364	0.12	22.7	41.4062	14.5604
TRINITY_DN20601_c0_g1_i1.p1	Bmori|XP_062528878.1	20.000	100	66	1	268	353	502	105	204	259	0.060	26.2	19.9203	38.61
TRINITY_DN20601_c0_g1_i1.p1	Spodoptera|XP_050558326.1	23.000	100	63	2	268	353	502	189	288	556	0.14	25.0	19.9203	17.9856
TRINITY_DN18331_c0_g2_i1.p1	Spodoptera|XP_050558326.1	29.825	57	36	2	227	283	302	17	69	556	0.39	22.7	18.8742	10.2518
TRINITY_DN18331_c0_g2_i1.p1	Bmori|XP_012544300.1	42.105	19	11	0	176	194	302	52	70	204	0.52	22.3	6.29139	9.31373
TRINITY_DN1894_c3_g1_i1.p1	Spodoptera|XP_035431091.1	30.435	23	16	0	71	93	263	171	193	388	0.29	23.1	8.74525	5.92784
TRINITY_DN41215_c0_g1_i1.p1	Bmori|NP_001040283.1	24.615	65	41	2	168	225	417	74	137	149	0.22	23.5	15.5875	43.6242
TRINITY_DN302_c0_g1_i10.p1	Spodoptera|XP_035444919.1	31.915	47	20	1	42	76	462	105	151	333	0.23	24.3	10.1732	14.1141
TRINITY_DN302_c0_g1_i10.p1	Spodoptera|XP_050563972.1	31.915	47	20	1	42	76	462	105	151	333	0.24	24.3	10.1732	14.1141
TRINITY_DN1225_c0_g3_i1.p1	Spodoptera|XP_035444198.2	40.741	27	11	1	126	147	423	46	72	204	0.45	22.7	6.38298	13.2353
TRINITY_DN1225_c0_g3_i1.p1	Bmori|XP_012544300.1	46.429	28	10	2	126	148	423	46	73	204	0.85	21.9	6.61939	13.7255
TRINITY_DN2266_c2_g1_i7.p2	Spodoptera|XP_050562835.1	43.750	16	9	0	81	96	122	1057	1072	1896	0.98	20.0	13.1148	0.843882
TRINITY_DN8660_c0_g1_i1.p1	Spodoptera|XP_050557548.1	46.429	28	11	2	491	518	684	43	66	217	0.70	23.1	4.09357	12.9032
TRINITY_DN59483_c0_g1_i1.p1	Bmori|NP_001040283.1	27.119	59	43	0	127	185	221	56	114	149	0.82	20.8	26.6968	39.5973
TRINITY_DN31435_c0_g1_i1.p1	Bmori|XP_062532228.1	29.545	44	24	2	154	191	197	149	191	215	0.070	24.3	22.335	20.4651
TRINITY_DN49679_c0_g1_i1.p1	Spodoptera|XP_050558940.1	43.478	23	13	0	2	24	387	355	377	877	0.073	25.8	5.94315	2.62258
TRINITY_DN49679_c0_g1_i1.p1	Spodoptera|XP_050558941.1	43.478	23	13	0	2	24	387	355	377	821	0.082	25.4	5.94315	2.80146
TRINITY_DN49679_c0_g1_i1.p1	Spodoptera|XP_050559253.1	32.258	31	21	0	8	38	387	184	214	223	0.88	21.9	8.01034	13.9013
TRINITY_DN2020_c0_g1_i1.p1	Spodoptera|XP_050562835.1	18.987	79	59	2	48	121	124	1490	1568	1896	0.076	23.5	63.7097	4.16667
TRINITY_DN12786_c0_g1_i1.p1	Spodoptera|XP_050557506.1	41.667	24	14	0	86	109	159	100	123	433	0.043	24.6	15.0943	5.54273
TRINITY_DN12786_c0_g1_i1.p1	Spodoptera|XP_050557506.1	27.586	58	34	1	87	136	159	318	375	433	0.20	22.7	36.478	13.3949
TRINITY_DN12786_c0_g1_i1.p1	Spodoptera|XP_035441818.2	25.000	32	24	0	86	117	159	118	149	230	0.23	22.3	20.1258	13.913
TRINITY_DN12786_c0_g1_i1.p1	Bmori|XP_062532228.1	33.333	18	12	0	86	103	159	102	119	215	0.73	20.8	11.3208	8.37209
TRINITY_DN57634_c0_g1_i1.p1	Spodoptera|XP_035445331.2	36.000	25	16	0	18	42	134	60	84	149	0.32	21.2	18.6567	16.7785
TRINITY_DN5458_c0_g2_i1.p1	Bmori|XP_037874601.1	30.769	52	33	1	349	400	745	125	173	217	0.99	22.7	6.97987	23.9631
TRINITY_DN12088_c0_g1_i1.p1	Spodoptera|XP_050562835.1	28.261	46	33	0	62	107	490	256	301	1896	0.18	25.0	9.38776	2.42616
TRINITY_DN12088_c0_g1_i1.p1	Spodoptera|XP_050562835.1	35.000	20	13	0	218	237	490	1298	1317	1896	0.91	22.7	4.08163	1.05485
TRINITY_DN7165_c0_g1_i3.p1	Bmori|XP_012544301.1	34.375	32	14	1	41	72	190	78	102	282	0.40	21.9	16.8421	11.3475
TRINITY_DN7165_c0_g1_i3.p1	Spodoptera|XP_035443792.1	34.375	32	14	1	41	72	190	78	102	260	0.44	21.6	16.8421	12.3077
TRINITY_DN7165_c0_g1_i3.p1	Spodoptera|XP_035443791.1	34.375	32	14	1	41	72	190	78	102	283	0.45	21.6	16.8421	11.3074
TRINITY_DN7165_c0_g1_i3.p1	Bmori|NP_001040533.1	34.375	32	14	1	41	72	190	78	102	260	0.47	21.6	16.8421	12.3077
TRINITY_DN7165_c0_g1_i3.p1	Spodoptera|XP_050558940.1	34.375	32	19	1	53	82	190	843	874	877	0.56	21.6	16.8421	3.6488
TRINITY_DN5719_c1_g1_i6.p1	Spodoptera|XP_050560502.1	27.119	59	38	1	184	242	266	163	216	305	6.51e-04	31.2	22.1805	19.3443
TRINITY_DN9432_c0_g1_i1.p1	Spodoptera|XP_050558326.1	24.675	77	51	2	151	220	322	273	349	556	0.99	21.6	23.913	13.8489
TRINITY_DN30638_c0_g1_i1.p1	Bmori|XP_012546165.2	26.190	42	31	0	318	359	604	235	276	276	0.84	22.7	6.95364	15.2174
TRINITY_DN7864_c0_g1_i20.p1	Bmori|XP_004930431.1	30.357	56	30	2	1327	1374	2549	466	520	802	0.90	25.0	2.19694	6.98254
TRINITY_DN7864_c0_g1_i20.p1	Bmori|XP_004930432.1	30.357	56	30	2	1327	1374	2549	466	520	658	0.91	25.0	2.19694	8.51064
TRINITY_DN14494_c0_g1_i1.p1	Spodoptera|XP_050557506.1	32.432	74	40	4	697	770	1052	26	89	433	0.20	25.8	7.03422	17.0901
TRINITY_DN38705_c0_g1_i1.p1	Spodoptera|XP_050562835.1	22.222	126	72	4	27	146	172	1691	1796	1896	0.46	21.6	73.2558	6.64557
TRINITY_DN3771_c0_g1_i3.p1	Spodoptera|XP_050562835.1	26.531	49	36	0	283	331	1015	490	538	1896	0.055	27.7	4.82759	2.58439
TRINITY_DN38705_c0_g2_i1.p1	Bmori|XP_062526798.1	47.059	17	9	0	67	83	117	13	29	332	0.83	20.0	14.5299	5.12048
TRINITY_DN38705_c0_g3_i1.p1	Bmori|XP_004930432.1	37.931	29	18	0	245	273	293	16	44	658	0.65	21.9	9.89761	4.40729
TRINITY_DN38705_c0_g3_i1.p1	Bmori|XP_004930431.1	37.931	29	18	0	245	273	293	16	44	802	0.71	21.9	9.89761	3.61596
TRINITY_DN2160_c0_g1_i1.p1	Bmori|NP_001037546.1	42.857	28	14	1	83	108	153	128	155	220	0.59	20.8	18.3007	12.7273
TRINITY_DN2160_c0_g1_i1.p1	Spodoptera|XP_050558326.1	28.947	38	27	0	105	142	153	434	471	556	0.90	20.4	24.8366	6.83453
TRINITY_DN5340_c0_g2_i6.p1	Spodoptera|XP_050563972.1	43.478	23	13	0	41	63	372	226	248	333	0.92	21.9	6.1828	6.90691
TRINITY_DN5340_c0_g2_i6.p1	Spodoptera|XP_035444919.1	43.478	23	13	0	41	63	372	226	248	333	0.95	21.9	6.1828	6.90691
TRINITY_DN2137_c0_g1_i1.p1	Spodoptera|XP_050559253.1	28.261	46	31	1	21	64	231	19	64	223	0.22	23.1	19.9134	20.6278
TRINITY_DN5317_c0_g1_i19.p1	Bmori|XP_037874601.1	21.951	82	57	3	202	283	339	85	159	217	0.29	23.1	24.1888	37.788
TRINITY_DN1224_c0_g1_i1.p1	Spodoptera|XP_050558940.1	53.846	13	6	0	49	61	129	751	763	877	0.29	21.6	10.0775	1.48233
TRINITY_DN26658_c0_g2_i1.p1	Spodoptera|XP_050562835.1	22.857	35	27	0	96	130	160	1228	1262	1896	0.21	22.7	21.875	1.84599
TRINITY_DN283_c1_g1_i2.p1	Bmori|XP_062526798.1	34.375	32	16	1	660	686	696	211	242	332	0.51	23.9	4.5977	9.63855
TRINITY_DN11576_c1_g1_i17.p1	Spodoptera|XP_050558885.1	28.261	46	28	1	646	691	841	170	210	450	0.97	23.1	5.46968	10.2222
TRINITY_DN5456_c0_g1_i2.p1	Spodoptera|XP_050562835.1	28.788	66	32	2	3	62	214	181	237	1896	0.21	23.1	30.8411	3.48101
TRINITY_DN24134_c0_g2_i2.p1	Bmori|XP_062526798.1	25.843	89	65	1	114	201	214	184	272	332	0.009	27.3	41.5888	26.8072
TRINITY_DN24134_c0_g2_i2.p1	Spodoptera|XP_050563972.1	26.966	89	64	1	114	201	214	185	273	333	0.060	24.6	41.5888	26.7267
TRINITY_DN24134_c0_g2_i2.p1	Spodoptera|XP_035444919.1	26.966	89	64	1	114	201	214	185	273	333	0.062	24.6	41.5888	26.7267
TRINITY_DN20997_c0_g1_i1.p1	Spodoptera|XP_050558885.1	30.000	40	18	1	14	43	173	228	267	450	0.60	21.2	23.1214	8.88889
TRINITY_DN17533_c0_g1_i1.p1	Spodoptera|XP_050562835.1	40.000	40	22	2	1	39	111	521	559	1896	0.035	23.9	36.036	2.1097
TRINITY_DN52884_c0_g1_i1.p1	Bmori|XP_004930431.1	30.769	52	30	1	45	96	110	422	467	802	0.90	19.6	47.2727	6.48379
TRINITY_DN5019_c1_g1_i2.p1	Spodoptera|XP_050558941.1	44.000	25	12	1	1	25	144	775	797	821	0.71	20.8	17.3611	3.04507
TRINITY_DN6112_c0_g1_i1.p1	Bmori|XP_062532228.1	33.333	33	22	0	100	132	263	79	111	215	0.75	21.6	12.5475	15.3488
TRINITY_DN6112_c0_g1_i1.p1	Spodoptera|XP_050559253.1	41.667	24	13	1	100	123	263	79	101	223	0.84	21.2	9.12548	10.7623
TRINITY_DN37932_c0_g1_i1.p1	Spodoptera|XP_050562835.1	36.364	22	14	0	51	72	100	585	606	1896	0.80	19.6	22	1.16034
TRINITY_DN1364_c0_g1_i4.p1	Spodoptera|XP_050558326.1	27.500	80	55	2	61	137	313	382	461	556	0.16	24.3	25.5591	14.3885
TRINITY_DN7839_c0_g1_i2.p1	Spodoptera|XP_050558326.1	28.070	57	31	2	188	239	625	495	546	556	0.81	23.1	9.12	10.2518
TRINITY_DN25885_c0_g1_i1.p1	Spodoptera|XP_035443792.1	29.412	51	36	0	35	85	204	102	152	260	0.96	20.8	25	19.6154
TRINITY_DN25604_c0_g1_i1.p1	Spodoptera|XP_035444198.2	22.785	79	46	3	58	127	146	125	197	204	0.027	24.6	54.1096	38.7255
TRINITY_DN21094_c0_g1_i2.p1	Bmori|XP_012548985.2	37.500	24	15	0	28	51	137	246	269	387	0.29	21.6	17.5182	6.20155
TRINITY_DN3770_c0_g1_i1.p1	Bmori|XP_004930497.3	24.000	50	33	1	250	299	592	16	60	364	0.61	23.1	8.44595	13.7363
TRINITY_DN9570_c0_g1_i10.p1	Spodoptera|XP_050563972.1	29.545	44	28	1	442	485	884	23	63	333	0.38	24.6	4.97738	13.2132
TRINITY_DN9570_c0_g1_i10.p1	Spodoptera|XP_035444919.1	29.545	44	28	1	442	485	884	23	63	333	0.39	24.3	4.97738	13.2132
TRINITY_DN59318_c0_g1_i1.p1	Spodoptera|XP_050560502.1	40.909	22	13	0	36	57	103	219	240	305	0.57	20.0	21.3592	7.21311
TRINITY_DN3747_c0_g1_i1.p1	Spodoptera|XP_035435228.2	25.806	62	35	2	45	106	163	37	87	172	0.025	25.0	38.0368	36.0465
TRINITY_DN3072_c0_g1_i1.p1	Spodoptera|XP_050557506.1	35.000	40	12	2	158	197	272	24	49	433	0.80	21.6	14.7059	9.23788
TRINITY_DN3072_c0_g1_i1.p1	Spodoptera|XP_050557506.1	33.333	21	14	0	247	267	272	66	86	433	0.93	21.6	7.72059	4.84988
TRINITY_DN9547_c0_g1_i2.p1	Bmori|XP_004930431.1	35.135	37	21	2	35	71	516	90	123	802	0.22	24.6	7.17054	4.61347
TRINITY_DN9547_c0_g1_i2.p1	Bmori|XP_004930432.1	35.135	37	21	2	35	71	516	90	123	658	0.24	24.6	7.17054	5.6231
TRINITY_DN7012_c2_g1_i3.p1	Spodoptera|XP_050558326.1	25.641	39	25	1	24	62	115	284	318	556	0.89	20.0	33.913	7.01439
TRINITY_DN4799_c0_g1_i2.p1	Bmori|XP_004930431.1	35.714	28	18	0	337	364	458	459	486	802	0.99	22.3	6.11354	3.49127
TRINITY_DN696_c0_g1_i5.p1	Bmori|XP_004930497.3	34.483	29	19	0	467	495	977	136	164	364	0.92	23.5	2.96827	7.96703
TRINITY_DN59457_c0_g1_i1.p1	Spodoptera|XP_050562835.1	30.556	36	25	0	100	135	168	1013	1048	1896	0.76	20.8	21.4286	1.89873
TRINITY_DN12207_c1_g1_i8.p2	Spodoptera|XP_050560502.1	25.000	68	47	3	36	99	132	141	208	305	0.11	22.7	51.5152	22.2951
TRINITY_DN3188_c0_g1_i2.p1	Spodoptera|XP_035441818.2	27.273	88	56	3	583	665	1028	7	91	230	0.56	23.9	8.56031	38.2609
TRINITY_DN16876_c0_g1_i1.p1	Spodoptera|XP_050562835.1	28.378	74	46	3	343	410	413	1767	1839	1896	0.40	23.5	17.9177	3.90295
TRINITY_DN33397_c0_g1_i1.p1	Spodoptera|XP_050558941.1	27.273	44	32	0	209	252	346	765	808	821	0.36	23.1	12.7168	5.35932
TRINITY_DN24133_c0_g1_i1.p1	Spodoptera|XP_050558940.1	30.435	46	31	1	117	161	183	132	177	877	0.66	21.2	25.1366	5.24515
TRINITY_DN24133_c0_g1_i1.p1	Spodoptera|XP_050558941.1	30.769	39	26	1	124	161	183	139	177	821	0.72	21.2	21.3115	4.7503
TRINITY_DN4542_c0_g1_i1.p1	Spodoptera|XP_050549798.1	36.000	25	16	0	198	222	335	119	143	204	0.063	25.0	7.46269	12.2549
TRINITY_DN7722_c0_g1_i19.p1	Bmori|XP_012548985.2	31.915	47	28	1	34	80	1006	130	172	387	0.97	23.5	4.67197	12.1447
TRINITY_DN20996_c0_g1_i1.p1	Spodoptera|XP_050559253.1	30.120	83	44	4	417	485	595	34	116	223	0.037	26.9	13.9496	37.2197
TRINITY_DN20996_c0_g1_i1.p1	Spodoptera|XP_050562835.1	25.714	35	26	0	158	192	595	1412	1446	1896	0.73	23.1	5.88235	1.84599
TRINITY_DN20298_c0_g2_i1.p1	Spodoptera|XP_035443792.1	27.027	74	41	2	468	541	616	191	251	260	0.80	22.7	12.013	28.4615
TRINITY_DN20298_c0_g2_i1.p1	Bmori|NP_001040533.1	27.027	74	41	2	468	541	616	191	251	260	0.94	22.7	12.013	28.4615
TRINITY_DN3606_c0_g1_i2.p1	Spodoptera|XP_050562835.1	28.378	74	52	1	243	316	650	1	73	1896	0.57	23.9	11.3846	3.90295
TRINITY_DN3189_c0_g1_i1.p1	Spodoptera|XP_050562835.1	47.826	23	8	1	106	124	163	1833	1855	1896	0.60	21.2	14.1104	1.21308
TRINITY_DN14196_c1_g1_i2.p1	Bmori|XP_012546165.2	26.316	38	28	0	17	54	127	4	41	276	0.019	25.0	29.9213	13.7681
TRINITY_DN2276_c0_g1_i1.p1	Spodoptera|XP_050558885.1	64.286	14	5	0	265	278	288	60	73	450	0.90	21.6	4.86111	3.11111
TRINITY_DN1363_c0_g1_i19.p1	Spodoptera|XP_050557548.1	22.807	57	43	1	94	150	860	158	213	217	0.15	25.4	6.62791	26.2673
TRINITY_DN17648_c0_g1_i1.p2	Spodoptera|XP_050562835.1	34.286	35	23	0	41	75	112	1223	1257	1896	0.018	25.0	31.25	1.84599
TRINITY_DN2227_c4_g1_i1.p1	Spodoptera|XP_035453953.1	52.632	19	9	0	189	207	231	65	83	240	0.24	22.7	8.22511	7.91667
TRINITY_DN2227_c4_g1_i1.p1	Bmori|XP_012546165.2	38.095	21	13	0	30	50	231	41	61	276	0.42	21.9	9.09091	7.6087
TRINITY_DN2227_c4_g1_i1.p1	Spodoptera|XP_050549798.1	34.615	26	15	1	104	127	231	150	175	204	0.88	21.2	11.2554	12.7451
TRINITY_DN2227_c4_g1_i1.p1	Spodoptera|XP_035444198.2	30.769	26	16	1	104	127	231	150	175	204	0.89	21.2	11.2554	12.7451
TRINITY_DN2227_c4_g1_i1.p1	Bmori|XP_012544300.1	34.615	26	15	1	104	127	231	150	175	204	0.89	21.2	11.2554	12.7451
