TRINITY_DN4749_c0_g1_i1.p1	ref|NP_001124351.1|	70.711	577	162	2	17	591	1	572	0.0	881	97	beta-esterase 2 precursor [Bombyx mori]
TRINITY_DN5029_c0_g1_i1.p1	ref|NP_001037027.1|	51.737	547	240	7	41	584	36	561	0.0	554	92	juvenile hormone esterase 1 precursor [Bombyx mori]
TRINITY_DN5285_c0_g1_i1.p1	ref|XP_004933450.1|	60.696	575	226	0	57	631	6	580	0.0	778	91	juvenile hormone esterase [Bombyx mori]
TRINITY_DN552_c0_g1_i15.p1	ref|XP_004924611.1|	57.364	387	158	3	1	381	154	539	3.54e-160	462	97	esterase FE4 [Bombyx mori]
TRINITY_DN58976_c0_g1_i1.p1	ref|NP_001037027.1|	48.889	540	268	5	36	575	31	562	0.0	535	93	juvenile hormone esterase 1 precursor [Bombyx mori]
TRINITY_DN604_c0_g1_i1.p1	ref|XP_037869367.1|	49.520	521	251	7	28	545	19	530	0.0	522	95	esterase FE4 [Bombyx mori]
TRINITY_DN604_c2_g3_i1.p1	ref|XP_037869340.1|	60.963	187	71	2	49	233	13	199	1.29e-77	243	79	esterase FE4 [Bombyx mori]
TRINITY_DN6645_c0_g1_i1.p1	ref|XP_004924611.1|	61.486	148	56	1	1	148	108	254	5.14e-58	189	96	esterase FE4 [Bombyx mori]
TRINITY_DN665_c0_g1_i14.p1	ref|XP_037869459.1|	47.070	529	243	10	19	526	19	531	9.44e-168	486	95	juvenile hormone esterase [Bombyx mori]
TRINITY_DN685_c5_g1_i2.p1	ref|XP_004924611.1|	66.667	138	45	1	7	144	146	282	2.04e-59	192	95	esterase FE4 [Bombyx mori]
TRINITY_DN69_c0_g1_i5.p1	ref|XP_004924611.1|	55.311	546	232	8	6	546	1	539	0.0	609	93	esterase FE4 [Bombyx mori]
TRINITY_DN7422_c0_g1_i1.p1	ref|XP_037869461.1|	50.955	157	74	3	21	175	17	172	5.74e-49	166	89	esterase FE4 [Bombyx mori]
TRINITY_DN8869_c0_g1_i1.p1	ref|XP_062530107.1|	64.058	345	119	5	1	343	204	545	9.78e-168	479	96	cholinesterase 1 [Bombyx mori]
TRINITY_DN920_c0_g1_i14.p1	ref|XP_004924611.1|	50.820	549	252	7	20	560	1	539	0.0	563	87	esterase FE4 [Bombyx mori]
TRINITY_DN9322_c0_g2_i1.p1	ref|XP_004932947.1|	59.735	529	212	1	10	537	1	529	0.0	678	97	juvenile hormone esterase [Bombyx mori]
