TRINITY_DN1110_c0_g3_i1.p1	Spodoptera|XP_035454642.2	31.111	45	26	2	62	106	119	257	296	518	0.44	22.3
TRINITY_DN7168_c0_g1_i20.p1	Bmori|XP_037874115.1	23.158	475	319	10	12	452	494	10	472	479	2.01e-24	98.2
TRINITY_DN7168_c0_g1_i20.p1	Spodoptera|XP_050552501.1	21.849	476	321	7	12	452	494	16	475	490	2.42e-21	89.0
TRINITY_DN7168_c0_g1_i20.p1	Bmori|XP_004923500.1	22.899	476	315	12	13	457	494	18	472	503	3.02e-19	82.4
TRINITY_DN7168_c0_g1_i20.p1	Spodoptera|XP_035456846.2	22.013	477	318	9	13	457	494	18	472	504	6.01e-17	75.5
TRINITY_DN7168_c0_g1_i20.p1	Spodoptera|XP_035456846.2	42.857	35	15	1	6	35	494	140	174	504	0.36	25.0
TRINITY_DN3773_c0_g1_i1.p1	Spodoptera|XP_035452567.1	39.394	33	19	1	317	348	527	153	185	523	0.57	24.6
TRINITY_DN32209_c0_g1_i2.p1	Bmori|XP_004923500.1	19.444	72	43	2	27	94	110	210	270	503	0.48	21.9
TRINITY_DN9539_c2_g1_i2.p1	Spodoptera|XP_035431933.1	38.462	39	20	1	12	46	919	388	426	438	0.42	25.8
TRINITY_DN2162_c0_g1_i1.p2	Bmori|NP_001037040.1	60.000	10	4	0	95	104	129	152	161	520	0.68	21.9
TRINITY_DN2162_c0_g1_i1.p2	Spodoptera|XP_035452567.1	33.333	36	22	2	95	129	129	155	189	523	0.68	21.9
TRINITY_DN36464_c0_g1_i1.p1	Spodoptera|XP_035444053.2	28.889	45	24	1	7	43	196	375	419	493	0.66	22.7
TRINITY_DN1924_c0_g1_i1.p1	Spodoptera|XP_035456846.2	32.609	46	28	1	662	707	1180	219	261	504	0.46	26.2
TRINITY_DN39644_c0_g1_i1.p1	Spodoptera|XP_050553385.1	28.571	49	26	2	18	58	113	1089	1136	1346	0.63	21.6
TRINITY_DN36464_c0_g2_i2.p1	Spodoptera|XP_050552501.1	34.247	73	39	4	358	426	544	200	267	490	0.001	33.5
TRINITY_DN36464_c0_g2_i2.p1	Bmori|XP_021203793.2	45.000	20	10	1	113	132	544	381	399	447	0.12	26.9
TRINITY_DN36464_c0_g2_i2.p1	Spodoptera|XP_035431933.1	40.000	15	9	0	113	127	544	371	385	438	0.52	24.6
TRINITY_DN41216_c0_g1_i1.p1	Bmori|XP_037874115.1	27.848	79	57	0	113	191	215	35	113	479	0.001	31.6
TRINITY_DN41216_c0_g1_i1.p1	Bmori|XP_037874115.1	40.000	30	18	0	146	175	215	327	356	479	0.026	27.3
TRINITY_DN41216_c0_g1_i1.p1	Spodoptera|XP_050552501.1	33.333	36	24	0	136	171	215	59	94	490	0.21	24.6
TRINITY_DN5186_c1_g1_i1.p1	Bmori|NP_001091799.1	25.000	40	30	0	139	178	181	136	175	436	0.68	22.3
TRINITY_DN9574_c0_g1_i10.p1	Bmori|NP_001108473.1	25.000	60	43	1	62	121	125	255	312	407	0.24	23.1
TRINITY_DN3076_c0_g1_i4.p1	Bmori|XP_037874115.1	28.571	42	26	1	55	92	287	75	116	479	0.52	23.9
TRINITY_DN51834_c0_g1_i1.p1	Spodoptera|XP_035431933.1	37.143	35	20	1	142	176	336	116	148	438	0.40	24.3
TRINITY_DN23626_c1_g1_i4.p1	Bmori|XP_062529502.1	27.419	62	34	3	3	56	151	371	429	538	0.16	24.3
TRINITY_DN23626_c1_g1_i4.p1	Bmori|XP_012550238.1	64.706	17	3	1	36	52	151	123	136	531	0.27	23.5
TRINITY_DN2163_c0_g1_i2.p1	Bmori|NP_001274756.1	59.091	22	8	1	248	268	456	51	72	508	0.14	26.2
TRINITY_DN2163_c0_g1_i2.p1	Spodoptera|XP_050550361.1	57.895	19	7	1	248	265	456	56	74	516	0.22	25.8
TRINITY_DN2163_c0_g1_i2.p1	Spodoptera|XP_050559218.1	27.778	36	26	0	38	73	456	47	82	530	0.52	24.6
TRINITY_DN50223_c0_g1_i1.p1	Spodoptera|XP_035458622.2	21.519	79	50	1	4	82	102	313	379	508	0.29	22.3
TRINITY_DN50223_c0_g1_i1.p1	Bmori|XP_062531495.1	24.138	87	58	3	2	82	102	299	383	517	0.40	21.9
TRINITY_DN10124_c0_g1_i1.p1	Spodoptera|XP_050553385.1	44.828	29	12	1	390	418	668	1304	1328	1346	0.81	24.6
TRINITY_DN15011_c0_g1_i1.p1	Bmori|NP_001037040.1	24.091	220	118	8	228	423	560	9	203	520	0.084	27.3
TRINITY_DN5459_c0_g2_i2.p1	Bmori|NP_001243957.1	27.273	44	32	0	21	64	370	401	444	515	0.89	23.5
TRINITY_DN51137_c0_g1_i1.p1	Bmori|XP_062527639.1	26.415	53	22	2	109	147	163	162	211	393	0.097	25.0
TRINITY_DN51137_c0_g1_i1.p1	Bmori|XP_021203793.2	22.951	61	30	2	109	155	163	162	219	447	0.099	25.0
TRINITY_DN51137_c0_g1_i1.p1	Spodoptera|XP_035454584.2	50.000	14	7	0	19	32	163	400	413	518	0.89	21.9
TRINITY_DN53542_c0_g1_i1.p1	Bmori|NP_001243995.1	35.484	31	20	0	54	84	104	333	363	520	0.97	20.8
TRINITY_DN547_c2_g2_i12.p1	Spodoptera|XP_035434000.2	25.926	54	40	0	123	176	781	181	234	526	0.54	25.4
TRINITY_DN20719_c0_g1_i5.p1	Bmori|XP_037870891.1	21.429	84	64	2	47	128	164	233	316	332	0.40	23.1
TRINITY_DN11176_c0_g1_i1.p1	Bmori|XP_062529124.1	33.333	33	15	2	67	95	124	224	253	887	0.37	22.7
TRINITY_DN11176_c0_g1_i1.p1	Bmori|NP_001274756.1	28.571	49	29	2	59	101	124	71	119	508	0.80	21.6
TRINITY_DN547_c2_g5_i5.p1	Bmori|XP_004928320.1	24.359	78	55	1	146	223	260	182	255	286	0.100	25.8
TRINITY_DN547_c2_g5_i5.p1	Bmori|NP_001243973.1	40.000	20	12	0	233	252	260	63	82	536	0.96	22.7
TRINITY_DN3633_c0_g1_i1.p1	Spodoptera|XP_035431089.2	28.889	45	25	2	289	333	461	61	98	332	0.48	24.6
TRINITY_DN547_c2_g6_i1.p1	Bmori|XP_004928320.1	23.077	78	56	1	100	177	190	182	255	286	0.35	23.5
TRINITY_DN25887_c0_g1_i2.p1	Spodoptera|XP_035454584.2	26.087	46	34	0	34	79	110	71	116	518	0.43	21.9
TRINITY_DN48510_c0_g1_i1.p1	Spodoptera|XP_050552501.1	37.931	29	18	0	3	31	140	324	352	490	0.74	21.9
TRINITY_DN18588_c0_g1_i1.p1	Bmori|NP_001243978.1	24.138	58	40	1	2	59	341	26	79	521	0.46	24.3
TRINITY_DN18588_c0_g1_i1.p1	Spodoptera|XP_035444053.2	35.135	37	20	1	251	283	341	302	338	493	0.54	23.9
TRINITY_DN18588_c0_g1_i1.p1	Bmori|XP_004932409.1	35.135	37	20	1	251	283	341	279	315	468	0.61	23.9
TRINITY_DN27456_c0_g2_i1.p1	Spodoptera|XP_050556017.1	25.000	80	56	1	32	111	446	218	293	1039	0.82	23.9
TRINITY_DN38706_c0_g1_i1.p1	Bmori|XP_012544461.1	62.500	16	6	0	9	24	104	224	239	777	0.059	24.3
TRINITY_DN38706_c0_g1_i1.p1	Bmori|XP_004924572.1	62.500	16	6	0	9	24	104	224	239	769	0.062	24.3
TRINITY_DN38706_c0_g1_i1.p1	Bmori|XP_012544462.1	62.500	16	6	0	9	24	104	224	239	754	0.063	24.3
TRINITY_DN38706_c0_g1_i1.p1	Spodoptera|XP_035449977.1	62.500	16	6	0	9	24	104	224	239	777	0.081	23.9
TRINITY_DN38706_c0_g1_i1.p1	Spodoptera|XP_035449979.1	62.500	16	6	0	9	24	104	224	239	753	0.084	23.9
TRINITY_DN38706_c0_g1_i1.p1	Spodoptera|XP_035449978.1	62.500	16	6	0	9	24	104	224	239	769	0.087	23.9
TRINITY_DN38706_c0_g1_i1.p1	Bmori|XP_062527639.1	41.176	17	10	0	55	71	104	77	93	393	0.44	21.9
TRINITY_DN38706_c0_g1_i1.p1	Bmori|XP_021203793.2	41.176	17	10	0	55	71	104	77	93	447	0.45	21.9
TRINITY_DN3772_c0_g1_i1.p1	Bmori|NP_001274756.1	41.379	29	17	0	89	117	671	330	358	508	0.91	24.3
TRINITY_DN3749_c0_g1_i4.p1	Spodoptera|XP_035456846.2	40.541	37	20	1	70	104	307	145	181	504	0.10	26.2
TRINITY_DN3749_c0_g1_i4.p1	Spodoptera|XP_050559218.1	32.203	59	32	3	2	52	307	134	192	530	0.48	23.9
TRINITY_DN3074_c0_g1_i6.p1	Bmori|NP_001108473.1	26.667	90	56	2	360	445	1426	134	217	407	0.38	26.6
TRINITY_DN10939_c0_g1_i29.p1	Bmori|XP_062532873.1	21.145	227	135	5	1451	1677	2530	234	416	629	8.28e-05	39.7
TRINITY_DN10939_c0_g1_i29.p1	Spodoptera|XP_050553385.1	22.989	87	50	2	1591	1677	2530	1071	1140	1346	0.030	31.6
TRINITY_DN10939_c0_g1_i29.p1	Bmori|NP_001116813.1	29.870	77	48	3	2120	2195	2530	23	94	327	0.27	27.7
TRINITY_DN10264_c0_g1_i5.p1	Bmori|NP_001243956.1	45.000	20	11	0	15	34	101	81	100	515	0.19	22.7
TRINITY_DN10264_c0_g1_i5.p1	Bmori|XP_062529502.1	25.556	90	59	4	14	100	101	387	471	538	0.38	21.9
TRINITY_DN15151_c0_g1_i1.p1	Spodoptera|XP_050550361.1	38.095	21	13	0	106	126	128	437	457	516	0.23	23.1
TRINITY_DN18331_c0_g1_i1.p1	Spodoptera|XP_035436808.1	42.857	21	12	0	103	123	183	238	258	434	0.95	21.9
TRINITY_DN18331_c0_g2_i1.p1	Spodoptera|XP_035449983.2	41.935	31	17	1	245	275	302	181	210	539	0.025	28.1
TRINITY_DN18331_c0_g2_i1.p1	Spodoptera|XP_035454998.2	31.915	47	27	1	109	155	302	406	447	521	0.58	23.9
TRINITY_DN18331_c0_g2_i1.p1	Spodoptera|XP_035454642.2	28.571	49	30	1	109	157	302	401	444	518	0.60	23.5
TRINITY_DN18331_c0_g2_i1.p1	Spodoptera|XP_050559578.1	25.000	84	57	2	79	158	302	359	440	514	0.89	23.1
TRINITY_DN302_c0_g1_i10.p1	Bmori|XP_037874115.1	22.336	488	336	10	1	455	462	1	478	479	2.74e-28	109
TRINITY_DN302_c0_g1_i10.p1	Bmori|XP_004923500.1	22.661	481	325	12	1	450	462	4	468	503	4.76e-24	97.1
TRINITY_DN302_c0_g1_i10.p1	Spodoptera|XP_050552501.1	21.532	483	325	9	12	455	462	14	481	490	5.55e-23	93.6
TRINITY_DN302_c0_g1_i10.p1	Spodoptera|XP_035456846.2	22.081	471	328	11	7	450	462	10	468	504	3.43e-21	88.2
TRINITY_DN1225_c0_g3_i1.p1	Bmori|XP_062529502.1	44.444	27	11	1	338	360	423	197	223	538	0.62	24.3
TRINITY_DN8660_c0_g1_i1.p1	Bmori|XP_062529502.1	28.571	56	34	2	496	551	684	168	217	538	0.69	24.6
TRINITY_DN33701_c0_g1_i1.p1	Spodoptera|XP_050553385.1	38.889	18	11	0	35	52	102	1250	1267	1346	0.015	26.2
TRINITY_DN18470_c0_g1_i3.p1	Spodoptera|XP_035440285.2	31.579	38	21	1	51	88	111	430	462	521	0.49	21.9
TRINITY_DN4544_c0_g1_i4.p2	Spodoptera|XP_035431933.1	31.250	48	27	2	6	50	138	84	128	438	0.67	21.9
TRINITY_DN31435_c0_g1_i1.p1	Bmori|XP_062529124.1	39.409	203	114	4	3	197	197	632	833	887	3.09e-40	137
TRINITY_DN31435_c0_g1_i1.p1	Spodoptera|XP_050553385.1	32.828	198	127	2	6	197	197	664	861	1346	2.11e-32	115
TRINITY_DN8776_c0_g1_i2.p1	Bmori|XP_062532873.1	26.230	61	35	2	111	169	213	29	81	629	0.52	23.1
TRINITY_DN8776_c0_g1_i2.p1	Bmori|XP_037870978.1	25.000	52	31	1	118	169	213	90	133	281	0.64	22.7
TRINITY_DN30522_c0_g1_i1.p1	Spodoptera|XP_035458586.2	25.510	98	66	3	9	101	135	27	122	516	0.26	23.1
TRINITY_DN57634_c0_g1_i1.p1	Spodoptera|XP_035452567.1	26.744	86	51	2	48	122	134	190	274	523	0.048	25.4
TRINITY_DN9432_c0_g1_i1.p1	Spodoptera|XP_035440285.2	39.474	38	18	1	61	93	322	395	432	521	0.23	25.0
TRINITY_DN31574_c0_g1_i1.p1	Spodoptera|XP_035444053.2	33.333	30	20	0	249	278	431	146	175	493	0.84	23.9
TRINITY_DN4684_c0_g1_i2.p1	Bmori|XP_062529124.1	27.500	40	29	0	74	113	159	813	852	887	0.63	22.3
TRINITY_DN581_c0_g1_i10.p1	Spodoptera|XP_050554451.1	31.148	61	26	3	300	360	455	289	333	516	0.032	28.5
TRINITY_DN581_c0_g1_i10.p1	Spodoptera|XP_035454584.2	31.148	61	26	3	300	360	455	290	334	518	0.12	26.6
TRINITY_DN581_c0_g1_i10.p1	Bmori|NP_001243978.1	28.358	67	32	3	300	366	455	293	343	521	0.45	24.6
TRINITY_DN581_c0_g1_i10.p1	Spodoptera|XP_035454642.2	25.275	91	46	6	300	390	455	290	358	518	0.67	24.3
TRINITY_DN685_c2_g4_i1.p1	Bmori|XP_004932409.1	36.667	30	18	1	5	34	215	264	292	468	0.60	23.1
TRINITY_DN685_c2_g4_i1.p1	Spodoptera|XP_035444053.2	33.333	30	19	1	5	34	215	287	315	493	0.75	22.7
TRINITY_DN14494_c0_g1_i1.p1	Spodoptera|XP_050553385.1	29.949	778	483	25	184	929	1052	431	1178	1346	4.21e-88	302
TRINITY_DN14494_c0_g1_i1.p1	Bmori|XP_062529124.1	29.201	613	371	15	35	634	1052	285	847	887	4.83e-68	238
TRINITY_DN14494_c0_g1_i1.p1	Bmori|XP_062532873.1	22.857	210	151	5	717	925	1052	251	450	629	5.53e-13	64.7
TRINITY_DN7166_c0_g1_i3.p1	Bmori|XP_004932409.1	36.735	49	24	1	446	487	1004	312	360	468	0.79	25.0
TRINITY_DN59342_c0_g1_i1.p1	Spodoptera|XP_035449977.1	36.364	33	18	1	64	96	107	613	642	777	0.84	21.2
TRINITY_DN59342_c0_g1_i1.p1	Spodoptera|XP_035449978.1	36.364	33	18	1	64	96	107	613	642	769	0.87	21.2
TRINITY_DN59342_c0_g1_i1.p1	Spodoptera|XP_035449979.1	36.364	33	18	1	64	96	107	613	642	753	0.92	21.2
TRINITY_DN3771_c0_g1_i3.p1	Spodoptera|XP_050553385.1	34.884	43	23	2	552	589	1015	233	275	1346	0.43	26.2
TRINITY_DN2160_c0_g1_i1.p1	Spodoptera|XP_035449979.1	34.375	32	21	0	68	99	153	432	463	753	0.32	23.1
TRINITY_DN2160_c0_g1_i1.p1	Spodoptera|XP_035449978.1	34.375	32	21	0	68	99	153	432	463	769	0.32	23.1
TRINITY_DN2160_c0_g1_i1.p1	Spodoptera|XP_035449977.1	34.375	32	21	0	68	99	153	432	463	777	0.32	23.1
TRINITY_DN11732_c0_g1_i1.p1	Spodoptera|XP_035458586.2	29.412	34	15	1	94	127	221	311	335	516	0.83	22.7
TRINITY_DN1224_c0_g1_i1.p1	Spodoptera|XP_035430162.1	37.037	27	17	0	100	126	129	261	287	350	0.048	25.0
TRINITY_DN1224_c0_g1_i1.p1	Spodoptera|XP_035454998.2	41.935	31	18	0	4	34	129	102	132	521	0.16	23.5
TRINITY_DN1224_c0_g1_i1.p1	Spodoptera|XP_035437321.1	42.857	21	12	0	103	123	129	246	266	286	0.18	23.5
TRINITY_DN1224_c0_g1_i1.p1	Spodoptera|XP_035437320.1	42.857	21	12	0	103	123	129	260	280	300	0.19	23.5
TRINITY_DN1224_c0_g1_i1.p1	Bmori|NP_001243978.1	30.120	83	51	3	8	83	129	333	415	521	0.20	23.5
TRINITY_DN1224_c0_g1_i1.p1	Bmori|XP_012551722.1	39.130	23	14	0	103	125	129	273	295	356	0.45	22.3
TRINITY_DN1224_c0_g1_i1.p1	Bmori|NP_001243995.1	32.836	67	42	2	20	83	129	348	414	520	0.85	21.6
TRINITY_DN41214_c0_g1_i1.p1	Bmori|XP_012550238.1	43.478	23	13	0	158	180	254	281	303	531	0.27	24.6
TRINITY_DN41214_c0_g1_i1.p1	Bmori|NP_001243978.1	34.146	41	22	1	161	201	254	180	215	521	0.68	23.1
TRINITY_DN41214_c0_g1_i1.p1	Spodoptera|XP_050556017.1	28.571	63	45	0	83	145	254	381	443	1039	0.91	22.7
TRINITY_DN46101_c0_g1_i1.p2	Spodoptera|XP_035454642.2	34.091	44	28	1	38	80	108	54	97	518	0.28	22.3
TRINITY_DN46101_c0_g1_i1.p2	Spodoptera|XP_035449983.2	58.333	12	5	0	84	95	108	53	64	539	0.78	21.2
TRINITY_DN283_c1_g1_i2.p1	Bmori|XP_004927391.1	64.286	14	5	0	19	32	696	17	30	112	0.52	24.3
TRINITY_DN283_c1_g1_i2.p1	Spodoptera|XP_050550708.1	64.286	14	5	0	19	32	696	17	30	112	0.67	23.9
TRINITY_DN28925_c0_g1_i5.p1	Spodoptera|XP_035438682.2	35.417	48	23	2	137	182	192	114	155	566	0.27	23.9
TRINITY_DN11576_c1_g1_i17.p1	Spodoptera|XP_050553385.1	28.488	172	84	7	375	534	841	1034	1178	1346	9.24e-08	47.8
TRINITY_DN11576_c1_g1_i17.p1	Bmori|XP_062532873.1	25.478	157	89	5	337	483	841	270	408	629	1.16e-07	47.0
TRINITY_DN5456_c0_g1_i2.p1	Bmori|NP_001243973.1	33.333	54	31	2	53	104	214	222	272	536	0.17	24.6
TRINITY_DN33002_c0_g1_i1.p1	Bmori|XP_062529124.1	28.125	32	23	0	87	118	139	415	446	887	0.25	23.5
TRINITY_DN24134_c0_g2_i2.p1	Bmori|NP_001243957.1	31.373	51	31	1	23	73	214	400	446	515	0.16	24.6
TRINITY_DN24134_c0_g2_i2.p1	Bmori|NP_001135960.1	26.154	65	38	2	32	90	214	408	468	514	0.94	22.3
TRINITY_DN24134_c0_g3_i1.p1	Bmori|XP_062532873.1	34.091	44	29	0	44	87	114	365	408	629	1.54e-04	32.3
TRINITY_DN24134_c0_g3_i1.p1	Spodoptera|XP_050553385.1	30.508	59	40	1	42	99	114	1087	1145	1346	0.001	30.0
TRINITY_DN698_c0_g1_i1.p1	Bmori|XP_037874115.1	28.814	59	35	2	15	73	283	254	305	479	0.81	23.1
TRINITY_DN59459_c0_g1_i1.p1	Spodoptera|XP_035431933.1	31.818	66	42	3	21	85	101	235	298	438	0.16	23.1
TRINITY_DN6112_c0_g1_i1.p1	Bmori|NP_001116813.1	38.462	26	16	0	228	253	263	31	56	327	0.72	23.1
TRINITY_DN37932_c0_g1_i1.p1	Bmori|XP_004930782.1	43.750	16	9	0	56	71	100	186	201	217	0.71	21.2
TRINITY_DN701_c1_g2_i2.p1	Spodoptera|XP_035449983.2	27.500	40	29	0	22	61	113	300	339	539	0.086	24.3
TRINITY_DN1468_c2_g1_i13.p1	Spodoptera|XP_050556017.1	29.348	92	56	3	129	213	593	189	278	1039	0.24	26.2
TRINITY_DN1468_c2_g1_i13.p1	Spodoptera|XP_035435090.1	33.333	57	30	3	184	236	593	19	71	286	0.66	24.6
TRINITY_DN1364_c0_g1_i4.p1	Spodoptera|XP_050553385.1	30.000	60	32	2	34	93	313	605	654	1346	0.011	29.3
TRINITY_DN7839_c0_g1_i2.p1	Spodoptera|XP_050553385.1	24.390	41	31	0	499	539	625	990	1030	1346	0.28	26.2
TRINITY_DN7839_c0_g2_i1.p1	Bmori|XP_012550238.1	22.330	103	61	3	81	165	247	67	168	531	0.18	25.0
TRINITY_DN7839_c0_g2_i1.p1	Spodoptera|XP_035452567.1	26.471	136	72	7	86	210	247	300	418	523	0.58	23.5
TRINITY_DN29022_c0_g1_i1.p1	Spodoptera|XP_050556017.1	33.333	42	27	1	213	253	303	65	106	1039	0.56	23.9
TRINITY_DN29022_c0_g1_i1.p1	Spodoptera|XP_035458586.2	26.667	75	47	3	47	118	303	357	426	516	0.95	23.1
TRINITY_DN25885_c0_g1_i1.p1	Bmori|XP_062532873.1	35.135	37	21	1	161	197	204	149	182	629	0.004	29.6
TRINITY_DN25885_c0_g1_i1.p1	Bmori|XP_037870978.1	35.135	37	21	1	161	197	204	201	234	281	0.008	28.5
TRINITY_DN25885_c0_g1_i1.p1	Spodoptera|XP_050550708.1	40.000	25	15	0	44	68	204	56	80	112	0.91	21.6
TRINITY_DN25604_c0_g1_i1.p1	Bmori|XP_062529502.1	31.481	54	36	1	37	89	146	303	356	538	0.29	23.1
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035455002.2	64.108	443	159	0	2	444	444	3	445	521	0.0	620
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035454998.2	66.818	440	144	2	7	444	444	8	447	521	0.0	615
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035454642.2	58.916	443	176	3	2	444	444	6	442	518	0.0	563
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035454997.2	61.215	428	164	2	18	444	444	20	446	522	0.0	553
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_050554451.1	59.441	429	172	2	16	444	444	15	441	516	0.0	541
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035454584.2	57.978	445	181	3	3	444	444	1	442	518	0.0	535
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001135960.1	52.403	437	207	1	7	443	444	3	438	514	0.0	513
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243956.1	53.968	441	194	3	8	444	444	5	440	515	1.01e-177	500
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243957.1	53.440	436	202	1	8	443	444	5	439	515	2.00e-176	497
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243978.1	53.258	445	206	2	1	444	444	2	445	521	6.68e-176	496
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243995.1	54.098	427	195	1	18	443	444	17	443	520	4.40e-175	493
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001040425.1	52.283	438	208	1	7	443	444	6	443	520	1.61e-171	484
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_050550361.1	33.778	450	270	11	3	444	444	10	439	516	2.80e-69	221
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035458622.2	33.491	424	233	10	1	403	444	1	396	508	4.52e-67	216
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001274756.1	31.674	442	269	12	16	444	444	13	434	508	6.25e-63	204
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243968.1	31.308	428	277	9	8	430	444	9	424	512	1.23e-61	201
TRINITY_DN12505_c0_g1_i1.p1	Bmori|NP_001243980.1	29.358	436	283	11	19	440	444	17	441	520	3.95e-60	197
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035440285.2	28.571	455	288	12	3	439	444	7	442	521	3.78e-58	192
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035434000.2	28.989	445	283	11	1	424	444	1	433	526	2.50e-57	190
TRINITY_DN12505_c0_g1_i1.p1	Bmori|XP_012550238.1	28.855	454	308	7	1	444	444	8	456	531	3.12e-57	190
TRINITY_DN12505_c0_g1_i1.p1	Bmori|XP_062527289.1	28.182	440	294	10	21	444	444	20	453	527	1.13e-56	188
TRINITY_DN12505_c0_g1_i1.p1	Bmori|XP_062527289.1	38.462	39	23	1	16	54	444	104	141	527	0.62	24.3
TRINITY_DN12505_c0_g1_i1.p1	Spodoptera|XP_035452810.2	29.613	439	284	9	1	423	444	1	430	522	2.84e-56	187
TRINITY_DN12505_c0_g1_i1.p1	Bmori|XP_062529502.1	29.384	422	278	9	33	444	444	33	444	538	2.90e-52	177
