TRINITY_DN4644_c0_g1_i1.p1	XP_035433730.1	92.936	637	45	0	1	637	1	637	0.0	1235	99	XP_035433730.1 ATP-binding cassette sub-family G member 1 [Spodoptera frugiperda]
TRINITY_DN4709_c2_g1_i1.p1	XP_050561861.1	83.958	667	106	1	1	667	1	666	0.0	1143	99	XP_050561861.1 ATP-binding cassette subfamily G member 4-like [Spodoptera frugiperda]
TRINITY_DN4830_c1_g1_i1.p1	XP_050553786.1	89.432	880	84	4	1	878	49	921	0.0	1353	99	XP_050553786.1 ATP-binding cassette sub-family F member 1 isoform X1 [Spodoptera frugiperda]
TRINITY_DN5175_c0_g1_i3.p1	XP_050554087.1	90.707	721	66	1	1	721	1	720	0.0	1360	99	XP_050554087.1 ABC transporter G family member 23 [Spodoptera frugiperda]
TRINITY_DN5424_c0_g1_i1.p1	XP_050553760.1	86.716	1340	175	1	26	1365	23	1359	0.0	2450	98	XP_050553760.1 ATP-binding cassette subfamily C member 4 [Spodoptera frugiperda]
TRINITY_DN54_c0_g1_i1.p1	XP_050549297.1	82.455	1385	218	5	1	1377	1	1368	0.0	2277	99	XP_050549297.1 ATP-binding cassette subfamily C member 4 [Spodoptera frugiperda]
TRINITY_DN662_c0_g1_i2.p1	XP_050561843.1	93.267	1515	102	0	1	1515	1	1515	0.0	2869	99	XP_050561843.1 multidrug resistance-associated protein 1 isoform X2 [Spodoptera frugiperda]
TRINITY_DN662_c0_g4_i1.p1	XP_035429361.2	81.143	1347	249	4	1	1344	1860	3204	0.0	2293	99	XP_035429361.2 uncharacterized protein LOC118262269 [Spodoptera frugiperda]
TRINITY_DN7214_c0_g1_i11.p1	XP_035433786.2	91.590	654	55	0	1	654	1	654	0.0	1254	99	XP_035433786.2 ATP-binding cassette sub-family G member 1 [Spodoptera frugiperda]
TRINITY_DN9037_c0_g1_i11.p1	XP_035436877.2	80.961	541	98	4	1	539	911	1448	0.0	765	89	XP_035436877.2 ATP-binding cassette sub-family C member Sur-like [Spodoptera frugiperda]
TRINITY_DN9474_c0_g1_i1.p1	XP_050557763.1	89.401	1453	150	3	1	1451	1	1451	0.0	2662	99	XP_050557763.1 probable multidrug resistance-associated protein lethal(2)03659 isoform X1 [Spodoptera frugiperda]
TRINITY_DN9946_c0_g2_i2.p1	XP_035433785.2	87.742	620	76	0	1	620	1	620	0.0	1118	99	XP_035433785.2 ATP-binding cassette subfamily G member 4 [Spodoptera frugiperda]
TRINITY_DN9986_c0_g1_i1.p1	XP_035434176.2	81.802	566	98	3	1	564	766	1328	0.0	950	100	XP_035434176.2 multidrug resistance-associated protein 1 [Spodoptera frugiperda]
