qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcov	scov
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN11606_c0_g1_i6.p1	31.373	51	198	1641	3.53e-04	33.1	25.7576	3.10786
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN9946_c0_g2_i2.p1	31.915	47	198	621	1.10e-05	37.4	23.7374	7.56844
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN9037_c0_g1_i11.p1	30.000	80	198	851	2.27e-05	36.6	40.404	9.40071
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN1442_c0_g1_i7.p1	27.826	115	198	795	3.69e-05	35.8	58.0808	14.4654
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN12905_c0_g2_i1.p1	32.258	62	198	629	4.43e-05	35.4	31.3131	9.85692
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN4830_c1_g1_i1.p1	36.364	55	198	879	5.37e-05	35.4	27.7778	6.25711
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN2350_c0_g1_i14.p1	26.446	121	198	791	5.50e-05	35.4	61.1111	15.2971
TRINITY_DN10989_c0_g1_i5.p1	TRINITY_DN5175_c0_g1_i3.p1	36.170	47	198	722	4.74e-04	32.3	23.7374	6.5097
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN16854_c0_g2_i2.p1	44.216	536	1273	548	3.14e-135	417	42.1053	97.8102
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN16854_c0_g2_i2.p1	35.577	520	1273	548	3.80e-88	289	40.8484	94.8905
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4426_c0_g1_i3.p1	33.577	548	1273	707	1.18e-81	276	43.0479	77.5106
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4426_c0_g1_i3.p1	32.149	591	1273	707	1.92e-80	272	46.4258	83.5926
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN10989_c0_g1_i5.p1	52.736	201	1273	198	2.55e-68	220	15.7895	101.515
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN10989_c0_g1_i5.p1	44.937	158	1273	198	1.04e-34	124	12.4116	79.798
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33353_c0_g1_i3.p1	50.840	238	1273	849	1.08e-66	235	18.696	28.033
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33353_c0_g1_i3.p1	43.673	245	1273	849	1.64e-54	197	19.2459	28.8575
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN5424_c0_g1_i1.p1	25.864	897	1273	1366	3.83e-63	228	70.4635	65.6662
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN5424_c0_g1_i1.p1	26.244	583	1273	1366	2.38e-39	151	45.7973	42.6794
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN5424_c0_g1_i1.p1	28.235	255	1273	1366	1.98e-26	109	20.0314	18.6676
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g4_i1.p1	27.064	872	1273	1345	3.60e-55	202	68.4996	64.8327
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g4_i1.p1	33.871	248	1273	1345	2.22e-35	138	19.4815	18.4387
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g4_i1.p1	30.806	211	1273	1345	1.10e-21	94.0	16.575	15.6877
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18570_c0_g1_i2.p1	57.241	145	1273	150	1.24e-52	174	11.3904	96.6667
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11773_c0_g1_i7.p1	37.553	237	1273	768	3.15e-46	171	18.6174	30.8594
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11773_c0_g1_i7.p1	41.525	236	1273	768	2.28e-44	165	18.5389	30.7292
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12134_c0_g1_i3.p1	29.867	375	1273	1395	8.83e-38	146	29.458	26.8817
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12134_c0_g1_i3.p1	32.540	252	1273	1395	1.93e-28	116	19.7958	18.0645
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12134_c0_g1_i3.p1	24.074	540	1273	1395	1.22e-24	103	42.4195	38.7097
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12134_c0_g1_i3.p1	30.806	211	1273	1395	1.49e-22	97.1	16.575	15.1254
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9474_c0_g1_i1.p1	25.887	479	1273	1452	6.58e-37	143	37.6277	32.989
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9474_c0_g1_i1.p1	33.333	240	1273	1452	4.89e-30	121	18.8531	16.5289
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9474_c0_g1_i1.p1	29.487	234	1273	1452	1.34e-25	106	18.3818	16.1157
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9474_c0_g1_i1.p1	25.472	212	1273	1452	6.30e-20	88.2	16.6536	14.6006
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g1_i2.p1	35.443	237	1273	1516	3.59e-36	141	18.6174	15.6332
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g1_i2.p1	32.692	208	1273	1516	3.30e-28	115	16.3394	13.7203
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g1_i2.p1	28.617	311	1273	1516	7.12e-26	107	24.4305	20.5145
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN662_c0_g1_i2.p1	32.018	228	1273	1516	2.00e-24	103	17.9104	15.0396
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4518_c0_g1_i1.p1	34.454	238	1273	1363	2.90e-35	138	18.696	17.4615
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4518_c0_g1_i1.p1	33.175	211	1273	1363	2.83e-27	112	16.575	15.4806
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4518_c0_g1_i1.p1	29.231	260	1273	1363	6.51e-25	104	20.4242	19.0756
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4518_c0_g1_i1.p1	28.390	236	1273	1363	1.90e-23	99.8	18.5389	17.3147
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18452_c0_g1_i1.p1	25.814	430	1273	1399	3.42e-35	138	33.7785	30.7362
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18452_c0_g1_i1.p1	25.093	538	1273	1399	8.30e-30	120	42.2624	38.456
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18452_c0_g1_i1.p1	34.234	222	1273	1399	2.31e-28	115	17.4391	15.8685
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18452_c0_g1_i1.p1	25.547	274	1273	1399	2.92e-22	95.9	21.524	19.5854
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN54_c0_g1_i1.p1	23.732	552	1273	1379	3.37e-30	121	43.3621	40.029
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN54_c0_g1_i1.p1	31.855	248	1273	1379	2.35e-25	105	19.4815	17.984
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN54_c0_g1_i1.p1	30.943	265	1273	1379	6.22e-25	104	20.817	19.2168
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN54_c0_g1_i1.p1	29.237	236	1273	1379	7.19e-21	91.3	18.5389	17.1139
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN254_c0_g1_i11.p1	33.493	209	1273	1595	6.58e-24	101	16.4179	13.1034
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN254_c0_g1_i11.p1	33.862	189	1273	1595	1.01e-18	84.3	14.8468	11.8495
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN254_c0_g1_i11.p1	24.354	271	1273	1595	1.73e-15	73.9	21.2883	16.9906
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN254_c0_g1_i11.p1	25.592	211	1273	1595	2.57e-15	73.2	16.575	13.2288
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9946_c0_g2_i2.p1	26.121	379	1273	621	7.36e-22	93.6	29.7722	61.0306
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9946_c0_g2_i2.p1	29.767	215	1273	621	7.20e-17	77.4	16.8892	34.6216
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN5175_c0_g1_i3.p1	27.848	237	1273	722	3.32e-21	91.7	18.6174	32.8255
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN5175_c0_g1_i3.p1	27.354	223	1273	722	5.18e-16	75.1	17.5177	30.8864
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN7214_c0_g1_i11.p1	29.123	285	1273	655	8.65e-21	90.1	22.3881	43.5115
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN7214_c0_g1_i11.p1	31.674	221	1273	655	2.34e-16	75.9	17.3606	33.7405
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9037_c0_g1_i11.p1	35.938	192	1273	851	9.88e-20	87.4	15.0825	22.5617
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9037_c0_g1_i11.p1	26.906	223	1273	851	1.56e-10	57.4	17.5177	26.2045
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33832_c0_g1_i10.p1	25.085	295	1273	1697	2.05e-19	86.7	23.1736	17.3836
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33832_c0_g1_i10.p1	26.667	225	1273	1697	2.49e-18	83.2	17.6748	13.2587
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33832_c0_g1_i10.p1	27.083	192	1273	1697	3.15e-13	66.2	15.0825	11.3141
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN33832_c0_g1_i10.p1	26.519	181	1273	1697	3.92e-10	56.2	14.2184	10.6659
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN20355_c0_g1_i13.p1	33.005	203	1273	888	7.17e-19	84.3	15.9466	22.8604
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN20355_c0_g1_i13.p1	29.060	234	1273	888	7.68e-19	84.3	18.3818	26.3514
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN332_c0_g1_i5.p1	29.278	263	1273	698	1.11e-18	83.6	20.6599	37.6791
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN332_c0_g1_i5.p1	29.680	219	1273	698	1.12e-17	80.5	17.2035	31.3754
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12905_c0_g2_i1.p1	28.807	243	1273	629	2.00e-18	82.8	19.0888	38.6328
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN12905_c0_g2_i1.p1	28.837	215	1273	629	3.38e-13	65.9	16.8892	34.1812
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN264_c0_g1_i11.p1	31.285	179	1273	1744	1.49e-17	80.5	14.0613	10.2638
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN264_c0_g1_i11.p1	27.354	223	1273	1744	1.07e-14	71.2	17.5177	12.7867
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN264_c0_g1_i11.p1	21.577	241	1273	1744	2.01e-08	50.4	18.9317	13.8188
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN264_c0_g1_i11.p1	21.560	218	1273	1744	8.93e-08	48.5	17.1249	12.5
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN2350_c0_g1_i14.p1	26.866	268	1273	791	2.07e-17	79.7	21.0526	33.8812
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN2350_c0_g1_i14.p1	29.596	223	1273	791	1.10e-15	73.9	17.5177	28.1922
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11606_c0_g1_i6.p1	28.922	204	1273	1641	3.40e-16	76.3	16.0251	12.4314
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11606_c0_g1_i6.p1	25.551	227	1273	1641	1.80e-14	70.5	17.8319	13.833
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11606_c0_g1_i6.p1	23.034	356	1273	1641	2.16e-13	67.0	27.9654	21.6941
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN11606_c0_g1_i6.p1	24.186	215	1273	1641	1.02e-06	45.1	16.8892	13.1018
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN1142_c1_g1_i12.p1	28.421	285	1273	764	4.55e-16	75.1	22.3881	37.3037
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN1142_c1_g1_i12.p1	29.744	195	1273	764	1.81e-12	63.5	15.3181	25.5236
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN30_c14_g1_i4.p1	25.778	225	1273	669	2.63e-14	69.3	17.6748	33.6323
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN30_c14_g1_i4.p1	27.273	198	1273	669	1.75e-13	66.6	15.5538	29.5964
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4644_c0_g1_i1.p1	28.899	218	1273	638	4.98e-14	68.6	17.1249	34.1693
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4644_c0_g1_i1.p1	27.751	209	1273	638	9.39e-14	67.4	16.4179	32.7586
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN13145_c0_g1_i1.p1	27.354	223	1273	593	3.40e-13	65.9	17.5177	37.6054
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN13145_c0_g1_i1.p1	26.667	225	1273	593	9.23e-12	61.2	17.6748	37.9427
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN1442_c0_g1_i7.p1	24.464	233	1273	795	1.13e-12	64.3	18.3032	29.3082
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN1442_c0_g1_i7.p1	23.963	217	1273	795	1.40e-11	60.8	17.0463	27.2956
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4709_c2_g1_i1.p1	25.339	221	1273	668	2.24e-12	63.2	17.3606	33.0838
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4709_c2_g1_i1.p1	25.837	209	1273	668	1.32e-09	54.3	16.4179	31.2874
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4830_c1_g1_i1.p1	26.818	220	1273	879	1.09e-10	57.8	17.282	25.0284
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4830_c1_g1_i1.p1	27.826	230	1273	879	5.32e-10	55.5	18.0676	26.1661
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4830_c1_g1_i1.p1	37.879	66	1273	879	8.43e-06	42.0	5.1846	7.50853
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN4830_c1_g1_i1.p1	25.455	220	1273	879	9.90e-06	41.6	17.282	25.0284
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN37894_c0_g1_i1.p1	30.208	96	1273	125	2.31e-08	46.6	7.54124	76.8
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN37894_c0_g1_i1.p1	31.776	107	1273	125	1.41e-06	41.2	8.40534	85.6
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN16854_c0_g5_i1.p2	24.752	101	1273	101	2.06e-07	43.1	7.93401	100
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18075_c0_g1_i1.p1	24.454	229	1273	645	2.45e-07	46.6	17.989	35.5039
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN18075_c0_g1_i1.p1	23.009	226	1273	645	1.49e-06	44.3	17.7533	35.0388
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN16854_c0_g1_i1.p1	33.333	48	1273	149	1.40e-06	42.0	3.77062	32.2148
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN35371_c0_g2_i1.p1	23.762	101	1273	224	1.03e-05	40.4	7.93401	45.0893
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN35371_c0_g2_i1.p1	37.143	35	1273	224	4.76e-04	35.4	2.74941	15.625
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN16854_c0_g4_i1.p1	23.864	176	1273	214	1.08e-05	40.0	13.8256	82.243
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9986_c0_g1_i1.p1	30.263	76	1273	564	1.29e-05	41.2	5.97015	13.4752
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN9986_c0_g1_i1.p1	18.987	316	1273	564	5.34e-05	39.3	24.8233	56.0284
TRINITY_DN1124_c0_g1_i10.p1	TRINITY_DN49408_c0_g1_i1.p1	33.333	75	1273	151	6.88e-05	37.0	5.89159	49.6689
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN30_c14_g1_i4.p1	33.545	629	764	669	1.34e-116	360	82.3298	94.0209
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN1124_c0_g1_i10.p1	28.421	285	764	1273	2.87e-16	75.1	37.3037	22.3881
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN1124_c0_g1_i10.p1	29.744	195	764	1273	1.00e-12	63.5	25.5236	15.3181
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4426_c0_g1_i3.p1	27.897	233	764	707	5.51e-15	70.5	30.4974	32.9562
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN33353_c0_g1_i3.p1	28.571	175	764	849	1.61e-11	59.7	22.9058	20.6125
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN662_c0_g1_i2.p1	28.019	207	764	1516	1.68e-11	59.7	27.0942	13.6544
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN662_c0_g1_i2.p1	23.214	168	764	1516	1.46e-04	37.0	21.9895	11.0818
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN18452_c0_g1_i1.p1	27.723	202	764	1399	9.48e-11	57.4	26.4398	14.4389
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN18452_c0_g1_i1.p1	24.051	237	764	1399	2.23e-05	39.7	31.0209	16.9407
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN254_c0_g1_i11.p1	29.744	195	764	1595	9.51e-09	50.8	25.5236	12.2257
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN254_c0_g1_i11.p1	27.219	169	764	1595	2.86e-07	45.8	22.1204	10.5956
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN9474_c0_g1_i1.p1	23.596	178	764	1452	9.37e-08	47.4	23.2984	12.259
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN9474_c0_g1_i1.p1	24.017	229	764	1452	4.96e-05	38.5	29.9738	15.7713
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN54_c0_g1_i1.p1	27.374	179	764	1379	9.79e-08	47.4	23.4293	12.9804
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN16854_c0_g2_i2.p1	24.157	178	764	548	4.02e-07	45.1	23.2984	32.4818
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4518_c0_g1_i1.p1	21.320	197	764	1363	3.07e-06	42.4	25.7853	14.4534
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4644_c0_g1_i1.p1	26.126	222	764	638	4.82e-06	41.6	29.0576	34.7962
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4830_c1_g1_i1.p1	25.510	196	764	879	6.58e-06	41.2	25.6545	22.2981
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4830_c1_g1_i1.p1	24.242	231	764	879	1.18e-05	40.4	30.2356	26.2799
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN20355_c0_g1_i13.p1	26.543	162	764	888	9.19e-06	40.8	21.2042	18.2432
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN662_c0_g4_i1.p1	23.438	192	764	1345	1.43e-05	40.4	25.1309	14.2751
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN12905_c0_g2_i1.p1	28.641	206	764	629	1.47e-05	40.0	26.9634	32.7504
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN33832_c0_g1_i10.p1	23.757	181	764	1697	2.27e-05	39.7	23.6911	10.6659
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN11773_c0_g1_i7.p1	40.000	60	764	768	1.42e-04	37.0	7.8534	7.8125
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN332_c0_g1_i5.p1	23.626	182	764	698	2.05e-04	36.6	23.822	26.0745
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN9946_c0_g2_i2.p1	33.333	78	764	621	2.25e-04	36.2	10.2094	12.5604
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN7214_c0_g1_i11.p1	28.571	91	764	655	2.89e-04	35.8	11.911	13.8931
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN5175_c0_g1_i3.p1	26.316	152	764	722	3.30e-04	35.8	19.8953	21.0526
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN12134_c0_g1_i3.p1	21.951	164	764	1395	5.27e-04	35.4	21.466	11.7563
TRINITY_DN1142_c1_g1_i12.p1	TRINITY_DN4709_c2_g1_i1.p1	24.731	186	764	668	7.56e-04	34.7	24.3455	27.8443
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN33832_c0_g1_i10.p1	27.819	1747	1641	1697	1.17e-176	569	106.459	102.946
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN264_c0_g1_i11.p1	26.633	1776	1641	1744	4.36e-163	533	108.227	101.835
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN35371_c0_g2_i1.p1	33.163	196	1641	224	1.60e-32	119	11.9439	87.5
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN35371_c0_g2_i1.p1	29.442	197	1641	224	3.70e-29	109	12.0049	87.9464
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN1442_c0_g1_i7.p1	36.316	190	1641	795	2.05e-25	105	11.5783	23.8994
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN1442_c0_g1_i7.p1	28.293	205	1641	795	1.26e-15	74.3	12.4924	25.7862
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN332_c0_g1_i5.p1	35.955	178	1641	698	1.70e-22	96.3	10.847	25.5014
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN332_c0_g1_i5.p1	28.729	181	1641	698	1.91e-13	67.0	11.0299	25.9312
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN5175_c0_g1_i3.p1	36.041	197	1641	722	4.43e-22	95.1	12.0049	27.2853
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN5175_c0_g1_i3.p1	28.426	197	1641	722	3.14e-17	79.3	12.0049	27.2853
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN9946_c0_g2_i2.p1	35.928	167	1641	621	7.39e-22	94.0	10.1767	26.8921
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN9946_c0_g2_i2.p1	27.624	181	1641	621	1.85e-11	60.5	11.0299	29.1465
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN2350_c0_g1_i14.p1	32.979	188	1641	791	1.06e-21	94.0	11.4564	23.7674
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN2350_c0_g1_i14.p1	29.218	243	1641	791	2.97e-17	79.7	14.808	30.7206
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN4709_c2_g1_i1.p1	34.091	220	1641	668	1.36e-20	90.1	13.4065	32.9341
TRINITY_DN11606_c0_g1_i6.p1	TRINITY_DN4709_c2_g1_i1.p1	27.928	333	1641	668	8.31e-13	65.1	20.2925	49.8503
