qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcov	scov
TRINITY_DN1342_c0_g2_i6.p1	TRINITY_DN13580_c0_g1_i1.p1	41.250	240	301	345	4.99e-57	179	79.7342	69.5652
TRINITY_DN13580_c0_g1_i1.p1	TRINITY_DN1342_c0_g2_i6.p1	41.250	240	345	301	5.72e-57	179	69.5652	79.7342
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN1689_c0_g2_i1.p1	80.217	460	519	475	0.0	788	88.632	96.8421
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN1689_c1_g1_i4.p1	55.159	504	519	518	0.0	576	97.1098	97.2973
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN654_c0_g1_i2.p1	36.439	483	519	519	2.80e-100	304	93.0636	93.0636
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN2328_c0_g1_i1.p1	34.656	479	519	528	7.78e-93	285	92.2929	90.7197
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN3269_c0_g1_i2.p1	34.104	519	519	523	7.81e-93	285	100	99.2352
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN18424_c0_g1_i1.p1	30.040	506	519	522	2.81e-63	207	97.4952	96.9349
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN5199_c0_g1_i1.p1	30.620	516	519	526	4.13e-63	206	99.422	98.0989
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN11717_c0_g2_i2.p1	28.433	517	519	541	8.80e-57	190	99.6146	95.5638
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN2332_c0_g1_i2.p1	27.435	503	519	545	4.22e-55	185	96.9171	92.2936
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN6816_c0_g1_i13.p1	28.791	521	519	519	5.75e-54	182	100.385	100.385
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN243_c0_g1_i5.p1	28.205	507	519	518	1.11e-52	178	97.6879	97.8764
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN39303_c0_g1_i5.p1	25.564	532	519	529	2.59e-49	169	102.505	100.567
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN17113_c0_g1_i16.p1	27.514	527	519	511	6.92e-49	167	101.541	103.131
TRINITY_DN1689_c0_g1_i2.p1	TRINITY_DN87_c1_g3_i5.p1	26.884	491	519	541	6.26e-47	163	94.605	90.7579
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN1689_c0_g1_i2.p1	80.043	466	475	519	0.0	795	98.1053	89.7881
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN1689_c1_g1_i4.p1	60.000	475	475	518	0.0	604	100	91.6988
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN654_c0_g1_i2.p1	36.345	487	475	519	1.14e-98	298	102.526	93.8343
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN2328_c0_g1_i1.p1	34.286	490	475	528	2.09e-93	285	103.158	92.803
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN3269_c0_g1_i2.p1	35.759	481	475	523	7.03e-90	275	101.263	91.9694
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN18424_c0_g1_i1.p1	30.595	487	475	522	4.24e-63	205	102.526	93.295
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN5199_c0_g1_i1.p1	30.000	500	475	526	4.86e-55	184	105.263	95.057
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN11717_c0_g2_i2.p1	29.185	466	475	541	4.17e-52	176	98.1053	86.1368
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN6816_c0_g1_i13.p1	28.659	492	475	519	4.19e-50	170	103.579	94.7977
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN87_c1_g3_i5.p1	26.804	485	475	541	1.31e-46	161	102.105	89.6488
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN243_c0_g1_i5.p1	26.105	475	475	518	5.72e-46	159	100	91.6988
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN39303_c0_g1_i5.p1	26.113	494	475	529	2.13e-45	157	104	93.3837
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN2332_c0_g1_i2.p1	24.846	487	475	545	2.57e-43	152	102.526	89.3578
TRINITY_DN1689_c0_g2_i1.p1	TRINITY_DN17113_c0_g1_i16.p1	27.765	443	475	511	2.91e-43	151	93.2632	86.6928
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN1689_c0_g2_i1.p1	60.784	459	518	475	0.0	603	88.61	96.6316
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN1689_c0_g1_i2.p1	55.823	498	518	519	0.0	598	96.139	95.9538
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN654_c0_g1_i2.p1	37.832	489	518	519	1.96e-104	314	94.4015	94.2197
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN3269_c0_g1_i2.p1	36.062	513	518	523	2.34e-98	299	99.0347	98.088
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN2328_c0_g1_i1.p1	35.327	535	518	528	9.71e-98	297	103.282	101.326
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN5199_c0_g1_i1.p1	29.167	528	518	526	9.53e-63	205	101.931	100.38
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN18424_c0_g1_i1.p1	28.571	497	518	522	5.90e-62	203	95.9459	95.2107
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN39303_c0_g1_i5.p1	28.083	527	518	529	1.11e-59	197	101.737	99.6219
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN87_c1_g3_i5.p1	30.478	502	518	541	2.71e-56	188	96.9112	92.7911
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN243_c0_g1_i5.p1	26.706	513	518	518	4.09e-56	187	99.0347	99.0347
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN17113_c0_g1_i16.p1	26.877	506	518	511	1.44e-51	175	97.6834	99.0215
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN11717_c0_g2_i2.p1	27.151	523	518	541	7.30e-50	171	100.965	96.6728
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN2332_c0_g1_i2.p1	25.731	513	518	545	9.89e-50	171	99.0347	94.1284
TRINITY_DN1689_c1_g1_i4.p1	TRINITY_DN6816_c0_g1_i13.p1	25.984	508	518	519	1.72e-44	155	98.0695	97.8805
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN243_c0_g1_i5.p1	53.862	492	511	518	0.0	566	96.2818	94.9807
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN6816_c0_g1_i13.p1	35.163	492	511	519	4.36e-111	331	96.2818	94.7977
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN11717_c0_g2_i2.p1	32.305	486	511	541	4.75e-82	256	95.1076	89.8336
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN18424_c0_g1_i1.p1	31.388	497	511	522	6.05e-81	253	97.2603	95.2107
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN39303_c0_g1_i5.p1	31.650	515	511	529	3.19e-74	236	100.783	97.3535
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN87_c1_g3_i5.p1	31.659	458	511	541	1.06e-68	221	89.6282	84.658
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN2332_c0_g1_i2.p1	28.599	521	511	545	1.06e-66	216	101.957	95.5963
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN654_c0_g1_i2.p1	30.353	481	511	519	3.56e-61	201	94.1292	92.6782
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN3269_c0_g1_i2.p1	29.580	524	511	523	8.15e-58	192	102.544	100.191
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN2328_c0_g1_i1.p1	28.200	539	511	528	1.66e-55	186	105.479	102.083
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN1689_c1_g1_i4.p1	29.234	431	511	518	5.26e-50	171	84.3444	83.2046
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN1689_c0_g1_i2.p1	27.668	506	511	519	4.84e-49	168	99.0215	97.4952
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN1689_c0_g2_i1.p1	27.765	443	511	475	3.90e-43	151	86.6928	93.2632
TRINITY_DN17113_c0_g1_i16.p1	TRINITY_DN5199_c0_g1_i1.p1	26.857	525	511	526	3.38e-39	140	102.74	99.8099
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN11717_c0_g2_i2.p1	32.033	487	522	541	6.90e-83	259	93.295	90.0185
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN39303_c0_g1_i5.p1	32.246	521	522	529	2.69e-82	257	99.8084	98.4877
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN17113_c0_g1_i16.p1	30.857	525	522	511	4.24e-82	256	100.575	102.74
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN243_c0_g1_i5.p1	32.114	492	522	518	1.01e-80	253	94.2529	94.9807
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN87_c1_g3_i5.p1	30.515	485	522	541	8.87e-79	248	92.9119	89.6488
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN3269_c0_g1_i2.p1	32.200	500	522	523	2.00e-77	244	95.7854	95.6023
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN6816_c0_g1_i13.p1	32.227	512	522	519	6.87e-77	243	98.0843	98.6513
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN2328_c0_g1_i1.p1	30.247	486	522	528	1.29e-73	234	93.1034	92.0455
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN2332_c0_g1_i2.p1	28.983	521	522	545	1.99e-72	232	99.8084	95.5963
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN654_c0_g1_i2.p1	30.515	485	522	519	2.12e-67	218	92.9119	93.4489
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN1689_c0_g2_i1.p1	30.769	468	522	475	3.81e-62	202	89.6552	98.5263
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN1689_c0_g1_i2.p1	29.434	530	522	519	5.47e-62	203	101.533	102.119
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN1689_c1_g1_i4.p1	28.782	476	522	518	3.87e-60	198	91.1877	91.8919
TRINITY_DN18424_c0_g1_i1.p1	TRINITY_DN5199_c0_g1_i1.p1	28.190	525	522	526	5.22e-54	182	100.575	99.8099
TRINITY_DN20280_c0_g1_i1.p1	TRINITY_DN20280_c1_g1_i3.p1	74.074	135	135	186	1.98e-75	214	100	72.5806
TRINITY_DN20280_c0_g1_i1.p1	TRINITY_DN38523_c0_g1_i1.p1	71.552	116	135	116	6.20e-65	185	85.9259	100
TRINITY_DN20280_c0_g1_i1.p1	TRINITY_DN5252_c0_g3_i1.p1	69.748	119	135	166	1.48e-61	178	88.1481	71.6867
TRINITY_DN20280_c0_g1_i1.p1	TRINITY_DN9587_c0_g1_i1.p1	68.807	109	135	149	2.76e-51	152	80.7407	73.1544
TRINITY_DN20280_c0_g1_i1.p1	TRINITY_DN12106_c1_g5_i1.p1	66.197	71	135	132	7.69e-33	104	52.5926	53.7879
TRINITY_DN20280_c1_g1_i3.p1	TRINITY_DN20280_c0_g1_i1.p1	74.074	135	186	135	2.73e-75	214	72.5806	100
TRINITY_DN20280_c1_g1_i3.p1	TRINITY_DN5252_c0_g3_i1.p1	75.573	131	186	166	7.01e-75	214	70.4301	78.9157
TRINITY_DN20280_c1_g1_i3.p1	TRINITY_DN38523_c0_g1_i1.p1	67.241	116	186	116	4.98e-62	180	62.3656	100
TRINITY_DN20280_c1_g1_i3.p1	TRINITY_DN9587_c0_g1_i1.p1	56.376	149	186	149	8.38e-56	165	80.1075	100
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN3269_c0_g1_i2.p1	48.703	501	528	523	2.91e-174	494	94.8864	95.7935
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN654_c0_g1_i2.p1	50.210	476	528	519	6.33e-172	488	90.1515	91.7148
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN5199_c0_g1_i1.p1	36.935	509	528	526	5.24e-105	317	96.4015	96.7681
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN1689_c1_g1_i4.p1	35.140	535	528	518	1.59e-96	294	101.326	103.282
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN1689_c0_g1_i2.p1	34.077	493	528	519	1.98e-94	289	93.3712	94.9904
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN1689_c0_g2_i1.p1	34.244	476	528	475	8.08e-91	278	90.1515	100.211
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN18424_c0_g1_i1.p1	29.800	500	528	522	2.61e-74	236	94.697	95.7854
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN6816_c0_g1_i13.p1	31.081	518	528	519	2.95e-67	218	98.1061	99.8073
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN39303_c0_g1_i5.p1	29.608	510	528	529	7.29e-66	214	96.5909	96.4083
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN243_c0_g1_i5.p1	29.961	514	528	518	6.14e-62	203	97.3485	99.2278
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN17113_c0_g1_i16.p1	28.200	539	528	511	1.23e-60	200	102.083	105.479
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN87_c1_g3_i5.p1	29.691	485	528	541	1.60e-58	195	91.8561	89.6488
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN11717_c0_g2_i2.p1	29.051	506	528	541	2.81e-54	183	95.8333	93.5305
TRINITY_DN2328_c0_g1_i1.p1	TRINITY_DN2332_c0_g1_i2.p1	26.415	530	528	545	2.09e-53	181	100.379	97.2477
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN18424_c0_g1_i1.p1	29.243	489	545	522	2.10e-70	226	89.7248	93.6782
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN11717_c0_g2_i2.p1	30.020	503	545	541	7.49e-70	226	92.2936	92.976
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN17113_c0_g1_i16.p1	28.599	521	545	511	1.13e-66	216	95.5963	101.957
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN243_c0_g1_i5.p1	28.685	502	545	518	9.06e-65	211	92.1101	96.9112
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN39303_c0_g1_i5.p1	29.747	474	545	529	1.19e-62	206	86.9725	89.603
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN6816_c0_g1_i13.p1	28.455	492	545	519	2.10e-59	197	90.2752	94.7977
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN654_c0_g1_i2.p1	27.801	482	545	519	1.05e-57	192	88.4404	92.8709
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN87_c1_g3_i5.p1	29.193	483	545	541	1.68e-55	187	88.6239	89.2791
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN1689_c0_g1_i2.p1	27.218	496	545	519	5.31e-54	182	91.0092	95.5684
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN2328_c0_g1_i1.p1	26.899	487	545	528	9.85e-50	171	89.3578	92.2348
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN3269_c0_g1_i2.p1	27.056	377	545	523	6.17e-46	160	69.1743	72.0841
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN1689_c1_g1_i4.p1	25.731	513	545	518	4.18e-44	155	94.1284	99.0347
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN1689_c0_g2_i1.p1	24.628	471	545	475	8.05e-42	148	86.422	99.1579
TRINITY_DN2332_c0_g1_i2.p1	TRINITY_DN5199_c0_g1_i1.p1	22.093	516	545	526	1.90e-30	115	94.6789	98.0989
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN17113_c0_g1_i16.p1	53.162	506	518	511	0.0	567	97.6834	99.0215
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN6816_c0_g1_i13.p1	39.370	508	518	519	3.08e-120	355	98.0695	97.8805
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN11717_c0_g2_i2.p1	31.800	500	518	541	1.02e-85	266	96.5251	92.4214
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN18424_c0_g1_i1.p1	32.914	477	518	522	1.64e-80	252	92.0849	91.3793
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN39303_c0_g1_i5.p1	29.310	522	518	529	1.38e-69	224	100.772	98.6767
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN2332_c0_g1_i2.p1	28.685	502	518	545	6.37e-65	212	96.9112	92.1101
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN3269_c0_g1_i2.p1	30.315	508	518	523	1.59e-61	202	98.0695	97.1319
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN87_c1_g3_i5.p1	29.299	471	518	541	1.31e-60	200	90.9266	87.061
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN2328_c0_g1_i1.p1	30.206	533	518	528	6.35e-60	198	102.896	100.947
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN654_c0_g1_i2.p1	28.306	484	518	519	1.90e-55	186	93.4363	93.2563
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN1689_c0_g1_i2.p1	27.853	517	518	519	4.94e-53	179	99.8069	99.6146
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN1689_c1_g1_i4.p1	26.654	529	518	518	2.99e-50	171	102.124	102.124
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN1689_c0_g2_i1.p1	26.247	461	518	475	2.60e-45	157	88.9961	97.0526
TRINITY_DN243_c0_g1_i5.p1	TRINITY_DN5199_c0_g1_i1.p1	25.000	504	518	526	6.20e-33	123	97.2973	95.8175
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN2328_c0_g1_i1.p1	48.915	507	523	528	2.71e-167	476	96.9407	96.0227
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN654_c0_g1_i2.p1	46.296	486	523	519	1.69e-153	441	92.9254	93.6416
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN5199_c0_g1_i1.p1	34.549	521	523	526	2.43e-101	307	99.6176	99.0494
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN1689_c1_g1_i4.p1	36.821	497	523	518	1.33e-94	289	95.0287	95.9459
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN1689_c0_g1_i2.p1	34.357	521	523	519	2.17e-93	286	99.6176	100.385
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN1689_c0_g2_i1.p1	36.192	478	523	475	1.74e-89	275	91.3958	100.632
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN18424_c0_g1_i1.p1	32.800	500	523	522	1.33e-76	242	95.6023	95.7854
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN39303_c0_g1_i5.p1	28.889	540	523	529	1.69e-66	216	103.25	102.079
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN87_c1_g3_i5.p1	30.753	478	523	541	5.42e-65	212	91.3958	88.3549
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN243_c0_g1_i5.p1	30.242	496	523	518	1.71e-61	202	94.8375	95.7529
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN17113_c0_g1_i16.p1	29.580	524	523	511	7.00e-58	192	100.191	102.544
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN6816_c0_g1_i13.p1	28.180	511	523	519	5.71e-57	190	97.7055	98.4586
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN11717_c0_g2_i2.p1	26.585	489	523	541	7.99e-49	168	93.499	90.3882
TRINITY_DN3269_c0_g1_i2.p1	TRINITY_DN2332_c0_g1_i2.p1	25.296	506	523	545	1.55e-47	164	96.7495	92.844
TRINITY_DN37939_c0_g1_i1.p1	TRINITY_DN12106_c1_g5_i1.p1	34.074	135	167	132	2.09e-21	76.6	80.8383	102.273
TRINITY_DN38523_c0_g1_i1.p1	TRINITY_DN20280_c0_g1_i1.p1	71.552	116	116	135	5.32e-65	185	100	85.9259
TRINITY_DN38523_c0_g1_i1.p1	TRINITY_DN20280_c1_g1_i3.p1	67.241	116	116	186	3.11e-62	180	100	62.3656
TRINITY_DN38523_c0_g1_i1.p1	TRINITY_DN5252_c0_g3_i1.p1	63.000	100	116	166	2.10e-48	144	86.2069	60.241
TRINITY_DN38523_c0_g1_i1.p1	TRINITY_DN9587_c0_g1_i1.p1	58.716	109	116	149	8.50e-48	142	93.9655	73.1544
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN87_c1_g3_i5.p1	57.051	468	529	541	0.0	567	88.4688	86.5065
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN18424_c0_g1_i1.p1	32.353	510	529	522	8.14e-81	253	96.4083	97.7011
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN17113_c0_g1_i16.p1	31.650	515	529	511	3.31e-74	236	97.3535	100.783
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN243_c0_g1_i5.p1	29.825	513	529	518	1.87e-69	223	96.9754	99.0347
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN3269_c0_g1_i2.p1	29.310	522	529	523	3.13e-66	215	98.6767	99.8088
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN2332_c0_g1_i2.p1	29.747	474	529	545	1.16e-62	206	89.603	86.9725
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN2328_c0_g1_i1.p1	29.012	486	529	528	1.40e-60	200	91.8715	92.0455
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN654_c0_g1_i2.p1	29.769	477	529	519	9.98e-60	197	90.1701	91.9075
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN11717_c0_g2_i2.p1	26.680	491	529	541	1.24e-55	187	92.8166	90.7579
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN6816_c0_g1_i13.p1	26.628	522	529	519	2.09e-54	183	98.6767	100.578
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN1689_c1_g1_i4.p1	28.083	527	529	518	2.87e-54	182	99.6219	101.737
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN1689_c0_g1_i2.p1	26.027	511	529	519	4.64e-49	168	96.5974	98.4586
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN5199_c0_g1_i1.p1	27.151	523	529	526	4.75e-49	169	98.8658	99.4297
TRINITY_DN39303_c0_g1_i5.p1	TRINITY_DN1689_c0_g2_i1.p1	26.471	476	529	475	1.94e-44	155	89.9811	100.211
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN2328_c0_g1_i1.p1	37.295	488	526	528	4.01e-102	309	92.7757	92.4242
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN3269_c0_g1_i2.p1	34.638	511	526	523	9.80e-100	303	97.1483	97.7055
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN654_c0_g1_i2.p1	34.647	482	526	519	4.81e-95	290	91.635	92.8709
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN1689_c0_g1_i2.p1	30.357	504	526	519	5.25e-61	201	95.8175	97.1098
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN1689_c1_g1_i4.p1	29.218	486	526	518	6.63e-58	192	92.3954	93.8224
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN18424_c0_g1_i1.p1	28.431	510	526	522	1.25e-53	181	96.9582	97.7011
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN1689_c0_g2_i1.p1	29.691	485	526	475	1.57e-52	177	92.2053	102.105
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN39303_c0_g1_i5.p1	27.151	523	526	529	4.72e-49	169	99.4297	98.8658
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN87_c1_g3_i5.p1	27.755	490	526	541	1.54e-45	159	93.1559	90.573
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN6816_c0_g1_i13.p1	27.290	513	526	519	3.56e-44	155	97.5285	98.8439
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN11717_c0_g2_i2.p1	28.074	488	526	541	4.16e-42	149	92.7757	90.2033
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN17113_c0_g1_i16.p1	26.857	525	526	511	3.48e-39	140	99.8099	102.74
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN243_c0_g1_i5.p1	25.000	504	526	518	5.26e-33	123	95.8175	97.2973
TRINITY_DN5199_c0_g1_i1.p1	TRINITY_DN2332_c0_g1_i2.p1	22.093	516	526	545	1.84e-30	115	98.0989	94.6789
TRINITY_DN5252_c0_g3_i1.p1	TRINITY_DN20280_c1_g1_i3.p1	75.573	131	166	186	6.26e-75	214	78.9157	70.4301
